generation,best_fitness,median_tree_size
0,1.330467,14
1,1.330467,7
2,1.288658,6
3,0.974825,6
4,0.336558,7
5,0.336558,9
6,0.320459,13
7,0.320459,37
8,0.320459,53
9,0.320459,47
10,0.175842,46
11,0.158046,42
12,0.148918,36
13,0.141047,47
14,0.120701,71
15,0.120701,88
16,0.120701,91
17,0.120205,99
18,0.099506,91
19,0.091019,60
20,0.091019,50
21,0.091019,50
22,0.089796,51
23,0.089796,48
24,0.089796,54
25,0.089796,58
26,0.089796,56
27,0.089796,61
28,0.089796,74
29,0.089796,79
30,0.089796,83
31,0.089796,87
32,0.089796,106
33,0.089796,110
34,0.089796,112
35,0.089796,120
36,0.089796,130
37,0.089796,146
38,0.089796,145
39,0.089796,172
40,0.089796,189
41,0.089796,195
42,0.089796,216
43,0.089796,241
44,0.089796,244
45,0.089796,240
46,0.089796,250
47,0.089796,259
48,0.089796,286
49,0.089796,295
50,0.089796,336
51,0.089796,364
52,0.089796,355
53,0.089796,384
54,0.089796,454
55,0.089796,454
56,0.089796,499
57,0.089796,550
58,0.089796,587
59,0.089796,583
60,0.089796,598
61,0.089796,583
62,0.089796,594
63,0.089796,595
64,0.089796,596
65,0.089796,617
66,0.089796,604
