generation,best_fitness,median_tree_size
0,0.447583,21
1,0.254913,11
2,0.254913,9
3,0.254913,8
4,0.130053,9
5,0.130053,11
6,0.130053,11
7,0.130053,12
8,0.130053,12
9,0.103498,13
10,0.102591,15
11,0.042646,18
12,0.042646,25
13,0.013509,32
14,0.013509,34
15,0.013509,37
16,0.013509,35
17,0.004296,32
18,0.004296,36
19,0.004296,39
20,0.004296,41
21,0.004296,38
22,0.004296,36
23,0.004296,39
24,0.004296,34
25,0.004296,36
26,0.001591,37
27,0.001591,44
28,0.001591,47
29,0.001591,50
30,0.001591,55
31,0.001591,57
32,0.001038,58
33,0.000762,63
34,0.000762,87
35,0.000762,117
36,0.000624,143
37,0.00041,152
38,0.000228,153
39,0.000228,151
40,0.000228,161
41,0.000228,173
42,0.000228,181
43,0.000228,199
44,0.000228,211
45,0.00019,196
46,0.00019,210
47,0.00019,216
48,0.00019,257
49,0.00019,334
50,0.00019,375
51,0.00019,324
52,0.00019,248
53,0.00019,480
54,0.00019,520
55,0.00019,517
56,0.00019,558
57,0.00019,647
58,0.00019,821
59,0.00019,913
60,0.00019,916
61,0.00019,919
62,0.00019,935
63,0.00019,939
64,0.00019,952
65,0.00019,965
66,0.00019,1006
67,0.00019,1019
68,0.00019,1026
69,0.00019,1031
70,0.00019,1081
71,0.00019,1188
72,0.00019,1188
73,0.00019,1405
74,0.00019,1618
