generation,best_fitness,median_tree_size
0,1.167888,14
1,1.167888,7
2,1.091345,7
3,0.262106,7
4,0.262106,8
5,0.262106,9
6,0.262106,11
7,0.262106,16
8,0.262106,22
9,0.262106,25
10,0.2513,27
11,0.2513,28
12,0.2513,29
13,0.2513,29
14,0.214204,29
15,0.188293,31
16,0.175764,35
17,0.175764,37
18,0.150763,50
19,0.150763,52
20,0.123981,57
21,0.065262,57
22,0.065262,60
23,0.065262,63
24,0.058697,62
25,0.058697,61
26,0.058697,59
27,0.050032,58
28,0.050032,64
29,0.027103,64
30,0.027103,59
31,0.027103,60
32,0.027103,58
33,0.027103,61
34,0.023538,63
35,0.015586,65
36,0.015586,67
37,0.015568,69
38,0.015568,69
39,0.015568,70
40,0.008597,71
41,0.008597,72
42,0.008597,72
43,0.006903,75
44,0.006633,93
45,0.006633,108
46,0.006633,113
47,0.005809,122
48,0.005235,126
49,0.005235,152
50,0.005235,160
51,0.005235,200
52,0.005235,203
53,0.005235,199
54,0.004205,169
55,0.004205,163
56,0.004205,191
57,0.004205,190
58,0.004049,209
59,0.004049,180
60,0.004049,200
61,0.003975,165
62,0.003975,202
63,0.003975,247
64,0.003975,250
65,0.00391,225
66,0.00391,223
67,0.003469,233
68,0.003469,231
69,0.003411,243
70,0.003411,247
71,0.003411,304
72,0.003237,311
73,0.003185,313
74,0.002211,317
75,0.002157,398
76,0.002151,629
77,0.002042,632
78,0.002042,636
79,0.001819,638
80,0.001819,670
81,0.001819,677
82,0.001796,669
83,0.001711,550
84,0.001711,656
85,0.001664,690
86,0.001662,689
87,0.00164,558
88,0.0016,675
89,0.0016,622
90,0.0016,648
91,0.0016,670
92,0.0016,716
93,0.0016,735
94,0.001599,887
95,0.001599,848
96,0.001599,744
97,0.001599,880
98,0.001594,909
99,0.001594,880
