generation,best_fitness,median_tree_size
0,1.372407,63
1,1.372407,63
2,1.372407,3
3,1.372407,1
4,1.372407,1
5,1.372407,1
6,1.020678,1
7,1.020678,1
8,1.020678,1
9,0.629608,1
10,0.583661,7
11,0.583661,7
12,0.506446,9
13,0.506446,9
14,0.506446,9
15,0.506446,9
16,0.506446,11
17,0.506446,11
18,0.506446,11
19,0.497792,13
20,0.497792,17
21,0.447595,19
22,0.432301,23
23,0.432301,21
24,0.432301,23
25,0.423556,25
26,0.423556,31
27,0.423556,33
28,0.423556,35
29,0.40645,35
30,0.40645,37
31,0.40645,33
32,0.40645,39
33,0.3868,55
34,0.378814,69
35,0.378814,71
36,0.378814,73
37,0.378814,53
38,0.378814,49
39,0.375238,59
40,0.375238,89
41,0.374611,151
42,0.374611,199
43,0.374611,187
44,0.374611,195
45,0.374611,173
46,0.362727,125
47,0.362727,171
48,0.362727,171
49,0.362727,211
50,0.362727,201
51,0.362727,273
52,0.362727,303
53,0.362727,289
54,0.362727,347
55,0.362727,345
56,0.362727,289
57,0.362727,289
58,0.362727,295
59,0.362727,327
60,0.362727,341
61,0.362727,493
62,0.362727,577
63,0.362727,641
64,0.362727,627
65,0.362727,639
66,0.362727,639
67,0.362727,563
68,0.360016,609
69,0.360016,689
70,0.360016,683
71,0.360016,963
72,0.360016,1037
73,0.360016,869
74,0.360016,365
75,0.360016,685
76,0.360016,1011
77,0.360016,1065
78,0.360016,917
79,0.360016,915
80,0.360016,917
81,0.360016,915
82,0.360016,905
83,0.360016,909
84,0.360016,919
85,0.360016,1045
86,0.360016,1545
87,0.360016,1697
88,0.360016,1067
89,0.360016,819
90,0.360016,841
91,0.360016,841
92,0.360016,831
93,0.360016,829
94,0.360016,945
95,0.360016,897
96,0.360016,885
97,0.360016,743
98,0.360016,667
99,0.360016,575
100,0.360016,569
101,0.360016,665
102,0.360016,689
103,0.360016,549
104,0.360016,549
105,0.360016,509
106,0.360016,531
107,0.360016,529
108,0.360016,675
109,0.360016,737
110,0.360016,741
111,0.360016,745
112,0.360016,753
113,0.360016,781
114,0.360016,813
115,0.360016,775
116,0.360016,767
117,0.360016,785
118,0.360016,813
119,0.360016,795
120,0.360016,699
121,0.360016,705
122,0.360016,717
123,0.360016,759
124,0.360016,791
125,0.360016,761
126,0.360016,697
127,0.360016,773
128,0.360016,753
129,0.360016,771
130,0.360016,771
131,0.360016,847
132,0.360016,823
133,0.360016,853
134,0.360016,617
135,0.360016,897
136,0.360016,647
137,0.360016,1323
