generation,best_fitness,median_tree_size
0,0.478838,13
1,0.478838,8
2,0.478838,10
3,0.453485,13
4,0.440281,15
5,0.440281,14
6,0.414603,14
7,0.414603,16
8,0.414603,22
9,0.414603,22
10,0.414603,21
11,0.414603,32
12,0.414603,42
13,0.414603,57
14,0.405375,68
15,0.405375,100
16,0.405375,124
17,0.400206,128
18,0.400206,116
19,0.393012,143
20,0.393012,149
21,0.390776,182
22,0.390776,206
23,0.383308,169
24,0.383308,155
25,0.383308,178
26,0.382974,226
27,0.38123,286
28,0.38123,372
29,0.38123,272
30,0.38123,495
31,0.38123,498
32,0.38123,521
33,0.38123,544
34,0.38123,560
35,0.38123,572
36,0.38123,570
37,0.379677,530
38,0.379215,606
39,0.379215,703
40,0.379215,684
41,0.379215,686
42,0.379215,646
43,0.379215,664
44,0.379215,659
45,0.379215,738
46,0.379215,736
47,0.379215,769
48,0.379215,803
49,0.379215,812
50,0.379215,861
51,0.379215,860
52,0.379215,882
53,0.379215,1012
54,0.379215,1127
55,0.379215,1127
56,0.379215,1110
57,0.379215,963
58,0.379215,930
59,0.379215,1206
60,0.379215,1148
61,0.379159,1105
62,0.379159,782
63,0.379159,1388
64,0.379159,1392
65,0.379159,1351
66,0.379159,1426
67,0.379159,1463
68,0.379159,1472
69,0.379159,1472
70,0.379159,1501
71,0.379159,1501
