generation,best_fitness,median_tree_size
0,834.71078,63
1,834.71078,211
2,834.71078,499
3,834.71078,1019
4,834.71078,1019
5,834.71078,123
6,834.71078,101
7,814.178557,101
8,809.78294,101
9,809.78294,105
10,808.703966,101
11,808.703966,95
12,785.339413,65
13,785.339413,67
14,635.408337,65
15,628.748068,73
16,628.748068,63
17,628.187432,57
18,628.187432,61
19,628.187432,69
20,623.559553,73
21,623.559553,85
22,606.066742,97
23,606.066742,105
24,606.066742,101
25,598.894946,101
26,592.994116,97
27,592.922526,91
28,589.804073,93
29,589.804073,93
30,589.804073,97
31,589.565481,167
32,589.565481,177
33,534.858635,227
34,534.858635,243
35,534.858635,241
36,534.858635,225
37,534.844187,225
38,534.793497,227
39,534.602304,239
40,534.602304,363
41,526.735565,263
42,526.735565,253
43,526.735565,259
44,526.735565,263
45,526.735565,259
46,526.735565,225
47,524.44605,207
48,524.44605,209
49,524.44605,213
50,428.447058,219
51,428.447058,227
52,428.447058,235
53,428.232876,273
54,428.232876,423
55,428.232876,423
56,426.060411,425
57,426.060411,429
58,424.884859,447
59,424.884859,475
60,424.884859,447
61,421.481368,425
62,421.481368,421
63,421.481368,399
64,421.481368,407
65,421.481368,377
66,421.481368,375
67,421.481368,371
68,421.481368,363
69,421.481368,377
70,421.481368,405
71,421.345065,421
72,421.345065,423
73,421.345065,421
74,421.345065,431
75,420.84691,471
76,420.84691,481
77,420.84691,461
78,420.84691,483
79,420.84691,491
80,420.84691,501
81,420.84691,579
82,420.832578,455
83,420.832578,469
84,420.832578,453
85,420.832578,473
86,420.832578,451
87,420.832578,447
88,419.793471,445
89,419.793471,433
90,328.010469,427
91,328.010469,449
92,328.010469,505
93,328.009231,503
94,328.009231,463
95,328.009231,463
96,234.172207,465
97,234.172207,467
98,234.172206,471
99,234.172206,471
