generation,best_fitness,median_tree_size
0,0.186619,28
1,0.186619,18
2,0.178923,22
3,0.138451,27
4,0.138451,101
5,0.138451,121
6,0.025518,120
7,0.025518,119
8,0.025518,117
9,0.025518,114
10,0.025518,99
11,0.025518,82
12,0.006045,89
13,0.004882,105
14,0.003612,129
15,0.002212,81
16,0.002212,78
17,0.002212,77
18,0.001913,73
19,0.001913,72
20,0.001913,80
21,0.001296,102
22,0.001296,249
23,0.001055,277
24,0.001055,302
25,0.000883,318
26,0.000883,369
27,0.000652,316
28,0.000652,205
29,0.00061,201
30,0.000601,199
31,0.0006,202
32,0.0006,228
33,0.0006,216
34,0.0006,214
35,0.0006,211
36,0.000593,259
37,0.000592,286
38,0.000577,293
39,0.000576,294
40,0.000576,297
41,0.000576,297
42,0.000576,301
43,0.000576,302
44,0.000567,307
45,0.000542,350
46,0.000542,392
47,0.000542,397
