generation,best_fitness,median_tree_size
0,0.79244,63
1,0.79244,63
2,0.79244,19
3,0.79244,11
4,0.79244,11
5,0.79244,15
6,0.79244,17
7,0.79244,15
8,0.79244,15
9,0.79244,11
10,0.79244,13
11,0.79244,13
12,0.79244,13
13,0.79244,13
14,0.79244,17
15,0.79244,15
16,0.79244,15
17,0.79244,15
18,0.79244,15
19,0.79244,13
20,0.79244,51
21,0.79244,49
22,0.79244,47
23,0.79244,69
24,0.79244,67
25,0.79244,65
26,0.744347,65
27,0.739914,73
28,0.739914,73
29,0.739914,73
30,0.739914,75
31,0.739914,85
32,0.739914,93
33,0.739914,95
34,0.739914,117
35,0.739914,119
36,0.739914,115
37,0.559591,97
38,0.501799,67
39,0.501799,61
40,0.487706,65
41,0.422057,65
42,0.395489,71
43,0.395489,67
44,0.395489,59
45,0.395489,47
46,0.383868,41
47,0.383868,39
48,0.38321,45
49,0.38321,49
50,0.38321,51
51,0.38321,57
52,0.377278,61
53,0.377278,63
54,0.377278,53
55,0.377278,63
56,0.373002,63
57,0.373002,67
58,0.373002,65
59,0.368162,65
60,0.368162,61
61,0.368162,61
62,0.367389,61
63,0.367389,61
64,0.346613,61
65,0.346613,61
66,0.346613,65
67,0.346497,65
68,0.346497,67
69,0.346194,71
70,0.346194,79
71,0.34567,87
72,0.344487,91
73,0.344487,93
74,0.344487,95
75,0.344487,91
76,0.344487,91
77,0.342805,93
78,0.342805,101
79,0.342805,113
80,0.342805,105
81,0.342805,131
82,0.342805,107
83,0.34237,127
84,0.34237,109
85,0.341764,107
86,0.341764,109
87,0.341764,123
88,0.341764,163
89,0.341764,193
90,0.341764,183
91,0.341764,185
92,0.341764,165
93,0.34012,211
94,0.34012,239
95,0.34012,223
96,0.340108,247
97,0.340108,285
98,0.339447,287
99,0.339447,319
