generation,best_fitness,median_tree_size
0,9.222498,63
1,8.74633,121
2,8.74633,63
3,8.74633,35
4,8.022641,9
5,8.022641,1
6,8.022641,1
7,8.022641,1
8,8.022641,1
9,8.022641,1
10,8.022641,1
11,8.022641,1
12,8.022641,1
13,8.022641,1
14,8.022641,9
15,8.022641,1
16,8.022641,9
17,7.602108,7
18,7.602108,1
19,7.602108,1
20,7.602108,1
21,7.602108,1
22,7.602108,1
23,7.602108,1
24,7.602108,1
25,7.602108,1
26,7.602108,1
27,7.602108,1
28,7.602108,1
29,7.602108,1
30,7.602108,1
31,7.602108,1
32,7.602108,1
33,7.602108,7
34,7.602108,9
35,7.602108,9
36,7.602108,11
37,7.602108,11
38,7.602108,9
39,7.602108,11
40,7.602108,9
41,7.537002,11
42,7.462854,11
43,7.462854,13
44,7.387078,15
45,7.387078,19
46,7.387078,27
47,7.387078,35
48,7.387078,41
49,7.387078,51
50,7.387078,61
51,7.387078,65
52,7.387078,77
53,7.387078,83
54,7.387078,113
55,7.387078,141
56,7.387078,133
57,7.387078,145
58,7.370755,151
59,7.370755,149
60,7.370755,153
61,7.370755,169
62,7.370755,205
63,7.2802,203
64,7.2802,207
65,7.2802,241
66,7.2802,189
67,7.2802,137
68,7.2802,115
69,7.263105,119
70,7.263105,147
71,7.263105,163
72,7.263105,175
73,7.263105,185
74,7.262358,297
75,7.262358,307
76,7.261966,279
77,7.261966,229
78,7.261966,225
79,7.261966,231
80,7.259474,241
81,7.259474,251
82,7.259474,251
83,7.259474,257
84,7.259474,275
85,7.25506,307
86,7.25506,283
87,7.25506,217
88,7.25506,235
89,7.25506,205
90,7.25506,199
91,7.25506,231
92,7.25506,241
93,7.25506,283
94,7.25506,315
