generation,best_fitness,median_tree_size
0,0.126726,21
1,0.126726,14
2,0.126726,11
3,0.050809,8
4,0.050809,8
5,0.050809,10
6,0.050809,10
7,0.050809,10
8,0.050809,9
9,0.014654,9
10,0.014654,8
11,0.014654,8
12,0.014654,8
13,0.014654,9
14,0.01408,9
15,0.01408,11
16,0.01408,13
17,0.01408,16
18,0.01408,17
19,0.010105,20
20,0.010105,21
21,0.009798,37
22,0.009798,54
23,0.007772,64
24,0.007758,67
25,0.007758,72
26,0.007758,88
27,0.007758,121
28,0.007758,99
29,0.007487,122
30,0.007487,128
31,0.007487,191
32,0.007487,235
33,0.007217,289
34,0.007217,291
35,0.007075,232
36,0.007075,197
37,0.007075,184
38,0.007075,223
39,0.007075,197
40,0.007075,254
41,0.007075,190
42,0.007075,204
43,0.007075,228
44,0.007075,221
45,0.007075,219
46,0.006621,230
47,0.006621,192
48,0.006621,190
49,0.006621,234
50,0.006621,190
51,0.006621,221
52,0.006621,237
53,0.006621,237
54,0.006621,315
55,0.006621,312
56,0.006621,333
57,0.006621,333
58,0.006621,341
59,0.006621,356
60,0.006621,302
61,0.006621,191
62,0.006621,293
63,0.006621,314
64,0.006621,362
65,0.006621,328
66,0.006621,362
67,0.006621,347
68,0.006621,373
69,0.006621,603
70,0.006621,625
71,0.005998,280
72,0.005998,390
73,0.005995,281
74,0.005995,280
75,0.005986,288
76,0.005978,338
77,0.005978,388
78,0.005978,467
79,0.005978,396
80,0.005978,420
81,0.005978,409
82,0.005949,520
83,0.005949,315
84,0.005949,340
85,0.005949,322
86,0.005949,652
87,0.005949,756
88,0.005949,734
89,0.005935,839
90,0.005935,883
91,0.005935,461
92,0.005935,397
93,0.005935,498
94,0.005935,580
95,0.005935,292
96,0.005935,319
97,0.005935,374
98,0.005935,388
99,0.005581,383
100,0.005581,368
101,0.005538,352
102,0.005538,312
103,0.005538,232
104,0.005254,193
105,0.005254,457
106,0.005251,480
107,0.00525,485
108,0.00525,572
109,0.005211,566
110,0.005211,356
111,0.005211,381
112,0.005211,559
113,0.005211,727
114,0.005211,567
115,0.005211,371
116,0.005211,505
117,0.005211,570
118,0.005211,509
119,0.005211,634
120,0.005191,549
121,0.005191,985
122,0.005191,1085
123,0.005191,1154
124,0.005191,1191
125,0.005191,991
126,0.005191,1005
127,0.005191,817
128,0.005191,997
129,0.005189,973
130,0.005189,937
131,0.005189,1201
132,0.005189,571
133,0.005187,628
134,0.005178,817
135,0.005178,648
136,0.005178,959
137,0.005178,406
138,0.005144,480
139,0.005144,497
140,0.005144,522
141,0.005144,350
142,0.005144,356
143,0.005144,385
144,0.005144,998
145,0.005144,1428
146,0.005144,1418
147,0.005144,1138
148,0.005144,1123
149,0.005144,475
150,0.005144,640
151,0.005144,516
152,0.005144,628
153,0.005144,505
154,0.005144,384
155,0.005144,253
156,0.005144,292
157,0.005144,437
158,0.005144,379
159,0.005144,446
160,0.005144,500
161,0.005144,663
162,0.005144,689
163,0.005144,725
164,0.005144,945
165,0.005144,945
166,0.005144,746
167,0.005144,661
168,0.005144,711
169,0.005144,794
170,0.005144,824
171,0.005144,823
172,0.005144,773
173,0.005144,819
174,0.005144,810
175,0.005144,816
176,0.005144,816
177,0.005144,806
178,0.005144,808
179,0.005144,784
180,0.00514,768
181,0.00514,1117
182,0.00514,1212
183,0.00514,1212
184,0.00514,1236
185,0.005129,1208
186,0.005129,1272
187,0.005129,824
188,0.005129,826
189,0.005129,1352
