generation,best_fitness,median_tree_size
0,1.341876,16
1,1.341876,7
2,1.143355,8
3,0.90072,9
4,0.90072,12
5,0.90072,15
6,0.90072,16
7,0.90072,18
8,0.692573,18
9,0.680427,19
10,0.645261,19
11,0.595641,24
12,0.595641,29
13,0.475346,33
14,0.475346,31
15,0.475346,38
16,0.475346,51
17,0.463243,56
18,0.463243,60
19,0.463243,64
20,0.463243,80
21,0.463243,124
22,0.449237,172
23,0.449237,184
24,0.443466,194
25,0.443466,280
26,0.443466,295
27,0.443466,313
28,0.443466,431
29,0.443466,402
30,0.443466,559
31,0.443321,471
32,0.442612,429
33,0.442612,467
34,0.442044,471
35,0.440538,438
36,0.434871,438
37,0.434633,564
38,0.433703,552
39,0.433496,512
40,0.433,394
41,0.432985,497
42,0.432949,532
43,0.432949,563
44,0.432949,677
45,0.432949,698
46,0.432906,626
47,0.432906,585
48,0.432906,629
49,0.432906,764
50,0.432906,628
51,0.432906,559
52,0.432906,691
53,0.429413,574
54,0.429413,684
55,0.429413,594
56,0.429413,712
57,0.429413,819
58,0.429413,1046
59,0.429413,1199
60,0.429413,1223
61,0.429413,1125
62,0.429413,1099
63,0.429413,1112
64,0.429413,1187
65,0.429413,956
66,0.429413,982
67,0.429413,996
68,0.429413,835
69,0.429413,556
70,0.429413,450
71,0.429413,506
72,0.429143,678
73,0.429143,655
74,0.429143,866
75,0.429143,874
76,0.428826,1217
77,0.428826,1224
78,0.428826,1025
79,0.428809,893
80,0.428758,872
81,0.428758,870
82,0.428574,851
83,0.428574,853
84,0.428574,834
85,0.428267,747
86,0.428267,493
87,0.42808,493
88,0.42808,708
89,0.427637,592
90,0.427637,506
91,0.427637,565
92,0.427637,579
93,0.427637,691
94,0.426774,585
95,0.426774,653
96,0.426682,630
97,0.426682,709
98,0.426682,796
99,0.426682,942
100,0.42584,902
101,0.425713,956
102,0.425713,941
103,0.425713,940
104,0.425678,1259
105,0.425678,1094
106,0.425678,1043
107,0.425678,1337
108,0.425678,1407
109,0.425678,1460
110,0.425667,1444
111,0.425667,1411
112,0.425667,1498
113,0.425627,1420
114,0.425627,1522
115,0.425604,1687
116,0.425596,1573
117,0.425596,1487
118,0.425596,1477
119,0.425596,1279
120,0.425596,1328
121,0.425596,1370
122,0.425596,1317
123,0.425578,1178
124,0.425578,1064
125,0.425578,1048
126,0.425578,1026
