generation,best_fitness,median_tree_size
0,0.567314,15
1,0.567191,9
2,0.402373,9
3,0.402373,11
4,0.402373,15
5,0.402373,17
6,0.402373,19
7,0.394553,24
8,0.394553,28
9,0.387275,33
10,0.387275,35
11,0.378452,36
12,0.378452,36
13,0.378452,41
14,0.378452,58
15,0.37021,68
16,0.37021,74
17,0.37021,78
18,0.37021,97
19,0.365506,122
20,0.365506,130
21,0.365506,152
22,0.365506,142
23,0.365506,165
24,0.365506,163
25,0.365506,182
26,0.365506,210
27,0.365506,262
28,0.365506,240
29,0.365506,228
30,0.365506,240
31,0.365506,233
32,0.364964,289
33,0.364964,253
34,0.364964,338
35,0.364964,394
36,0.364964,356
37,0.364964,375
38,0.364964,294
39,0.364964,251
40,0.364964,230
41,0.364964,233
42,0.364964,283
43,0.364392,309
44,0.364165,263
45,0.364165,241
