generation,best_fitness,median_tree_size
0,0.521482,15
1,0.520965,9
2,0.520965,10
3,0.520965,13
4,0.520965,16
5,0.520965,18
6,0.520965,24
7,0.518731,34
8,0.518731,41
9,0.518731,39
10,0.489637,43
11,0.415547,40
12,0.415547,56
13,0.415547,61
14,0.362507,65
15,0.362507,72
16,0.362507,80
17,0.362507,79
18,0.362507,76
19,0.362507,83
20,0.350749,78
21,0.350749,91
22,0.350749,92
23,0.328622,112
24,0.328622,122
25,0.328622,131
26,0.328622,135
27,0.302259,208
28,0.302259,153
29,0.302259,137
30,0.302259,151
31,0.302259,151
32,0.290695,189
33,0.288541,146
34,0.288541,164
35,0.288541,204
36,0.277712,239
37,0.267836,263
38,0.267836,247
39,0.267836,225
40,0.267836,187
41,0.267836,313
42,0.267836,345
43,0.267836,268
44,0.267836,200
45,0.267836,152
46,0.267836,210
47,0.267836,226
48,0.267836,215
49,0.267836,243
50,0.267836,251
51,0.267836,261
52,0.267836,281
53,0.267836,256
54,0.267836,251
55,0.267836,255
56,0.267836,377
57,0.267836,524
58,0.267836,537
