generation,best_fitness,median_tree_size
0,0.391314,63
1,0.391314,33
2,0.391314,25
3,0.391314,19
4,0.391314,23
5,0.391314,17
6,0.391314,11
7,0.391314,1
8,0.391314,5
9,0.037631,25
10,0.037631,21
11,0.035813,27
12,0.032494,29
13,0.032494,29
14,0.030322,33
15,0.028382,33
16,0.027614,37
17,0.027614,47
18,0.027594,57
19,0.026392,65
20,0.025594,75
21,0.025582,83
22,0.025556,93
23,0.025405,93
24,0.025173,117
25,0.024377,119
26,0.024377,119
27,0.024377,141
28,0.024377,149
29,0.024374,193
30,0.024374,235
31,0.024374,295
32,0.024374,309
33,0.024313,277
34,0.024313,319
35,0.024313,287
36,0.024107,159
37,0.023861,153
38,0.023861,157
39,0.023772,161
40,0.023772,161
41,0.023761,161
42,0.023761,167
43,0.023708,151
44,0.023708,167
45,0.023621,157
46,0.023621,171
47,0.023621,175
48,0.023621,175
49,0.023621,181
50,0.023493,209
51,0.023491,203
52,0.023491,211
53,0.023491,211
54,0.023491,359
55,0.023491,371
56,0.023464,421
57,0.023453,389
58,0.023453,457
59,0.023453,343
60,0.023453,279
61,0.023281,433
62,0.023281,481
63,0.023281,493
64,0.023281,463
65,0.023073,467
66,0.023073,553
67,0.023073,465
68,0.023073,467
69,0.023073,431
70,0.023073,547
71,0.023073,431
72,0.023073,431
73,0.023073,499
74,0.023073,505
75,0.023073,541
76,0.023073,547
77,0.023073,403
78,0.023073,851
79,0.023073,851
80,0.023073,549
81,0.023073,409
82,0.023073,475
83,0.023073,729
84,0.023073,771
85,0.023073,565
86,0.023073,693
87,0.023073,925
88,0.023073,925
89,0.023073,603
90,0.023073,445
91,0.023073,485
92,0.023073,445
93,0.023073,451
94,0.023073,461
95,0.023073,517
96,0.023073,525
97,0.023073,525
98,0.023073,521
99,0.023073,517
100,0.023073,535
101,0.023073,487
102,0.023073,467
103,0.023073,539
104,0.023073,595
105,0.023073,571
106,0.023073,725
107,0.023073,793
108,0.023073,743
109,0.023073,799
110,0.023073,869
111,0.023073,1223
112,0.023,1231
113,0.023,1257
114,0.022985,1267
115,0.022955,1249
116,0.022955,1243
117,0.022937,1255
118,0.022937,1251
119,0.022937,1255
120,0.02289,1253
121,0.02289,1255
122,0.022824,1249
123,0.022824,1361
124,0.022824,1225
125,0.02282,1081
126,0.02282,1067
127,0.02282,1063
128,0.02282,1045
129,0.022818,1041
130,0.022818,1041
131,0.022818,1045
132,0.022818,1027
133,0.022818,1027
