generation,best_fitness,median_tree_size
0,4.115238,63
1,2.360072,39
2,1.516632,11
3,1.516632,7
4,1.385322,5
5,0.807543,23
6,0.667881,37
7,0.580794,39
8,0.580794,41
9,0.578423,25
10,0.578423,25
11,0.578423,23
12,0.578423,21
13,0.578423,23
14,0.578423,23
15,0.558509,23
16,0.558509,25
17,0.554069,31
18,0.554061,43
19,0.554061,67
20,0.545724,67
21,0.538044,69
22,0.538044,73
23,0.536603,77
24,0.535874,77
25,0.531268,75
26,0.531268,73
27,0.531268,75
28,0.531268,77
29,0.531227,79
30,0.531227,85
31,0.531227,85
32,0.531197,85
33,0.531197,85
34,0.531197,95
35,0.531197,123
36,0.531197,129
37,0.531197,127
38,0.531197,143
39,0.531197,155
40,0.531197,173
41,0.531197,171
42,0.531197,149
43,0.531197,247
44,0.531197,197
45,0.531197,307
46,0.531197,317
47,0.531197,289
48,0.531197,349
49,0.531197,381
50,0.531175,383
51,0.531175,379
52,0.531121,409
53,0.531121,629
54,0.531121,657
55,0.531121,667
56,0.531121,795
57,0.531121,691
58,0.531121,821
59,0.531121,771
60,0.531121,873
61,0.531121,735
62,0.531121,763
63,0.531121,941
64,0.531121,1209
65,0.531121,443
66,0.531121,359
67,0.531121,331
68,0.531121,403
69,0.531121,361
70,0.531121,431
71,0.531121,679
72,0.531121,573
73,0.531112,459
74,0.531112,749
75,0.531112,1101
76,0.531112,1117
77,0.531105,1083
78,0.531105,827
79,0.531105,767
80,0.531105,875
81,0.531105,871
82,0.531105,687
83,0.531105,735
84,0.531105,843
85,0.531105,1049
86,0.531105,1051
