generation,best_fitness,median_tree_size
0,0.485318,23
1,0.104572,13
2,0.104572,12
3,0.104572,10
4,0.054917,8
5,0.054917,8
6,0.052073,10
7,0.052073,12
8,0.052073,13
9,0.052073,14
10,0.052073,19
11,0.052073,22
12,0.052073,22
13,0.050332,23
14,0.050165,41
15,0.047222,43
16,0.047222,37
17,0.047222,38
18,0.047222,35
19,0.047222,37
20,0.047222,36
21,0.047222,32
22,0.047222,40
23,0.047222,45
24,0.047057,42
25,0.047057,87
26,0.046779,102
27,0.046692,102
28,0.046692,121
29,0.046558,108
30,0.046558,112
31,0.046482,121
32,0.046482,217
33,0.046395,149
34,0.046395,145
35,0.046391,152
36,0.046362,147
37,0.046322,117
38,0.046322,136
39,0.046322,204
40,0.046322,234
41,0.046322,196
42,0.046322,297
43,0.046322,254
44,0.046322,248
45,0.046322,273
46,0.046322,283
47,0.046321,282
48,0.046278,318
49,0.046278,296
50,0.046269,302
51,0.046269,323
52,0.046269,349
53,0.046269,330
54,0.046266,348
55,0.046262,336
56,0.046262,345
57,0.04626,305
58,0.04626,331
59,0.046259,315
60,0.046259,397
61,0.046259,428
62,0.046259,374
63,0.046259,355
64,0.046259,339
65,0.046251,421
66,0.046244,530
67,0.046234,420
68,0.046234,399
69,0.046234,420
70,0.046234,460
71,0.046234,496
72,0.046223,532
73,0.046223,672
74,0.046223,714
75,0.045679,423
76,0.045679,275
77,0.04559,307
78,0.04559,307
79,0.045467,268
80,0.045467,277
81,0.045442,274
82,0.045373,286
83,0.045373,274
84,0.045365,264
85,0.045365,329
86,0.045365,338
87,0.045334,333
88,0.045332,354
89,0.045332,357
90,0.04533,369
91,0.04533,371
92,0.045317,392
93,0.045312,364
94,0.045311,394
95,0.045304,402
96,0.045304,401
97,0.0453,491
98,0.0453,647
99,0.045269,646
