generation,best_fitness,median_tree_size
0,0.670246,15
1,0.643715,9
2,0.643715,9
3,0.643715,9
4,0.643715,8
5,0.284207,9
6,0.284207,12
7,0.269393,15
8,0.199771,18
9,0.189979,21
10,0.189979,25
11,0.153263,26
12,0.153263,30
13,0.153263,36
14,0.153263,69
15,0.15324,89
16,0.15324,93
17,0.146723,105
18,0.14374,117
19,0.136036,121
20,0.136036,129
21,0.136036,125
22,0.136036,151
23,0.136036,190
24,0.136036,178
25,0.136036,211
26,0.136036,257
27,0.136036,300
28,0.136036,311
29,0.136036,326
30,0.136036,345
31,0.136036,336
32,0.136036,360
33,0.136036,417
34,0.136036,384
35,0.136036,425
36,0.136036,493
37,0.136036,491
38,0.136036,504
39,0.136036,485
40,0.136036,565
41,0.136036,626
42,0.136036,635
43,0.136036,687
