generation,best_fitness,median_tree_size
0,4.25834,19
1,4.25834,9
2,3.788945,11
3,3.035196,16
4,3.035196,25
5,3.035196,32
6,2.656014,34
7,2.656014,41
8,2.656014,44
9,2.656014,47
10,2.656014,49
11,2.656014,45
12,2.656014,51
13,2.656014,56
14,2.280708,59
15,2.280708,61
16,2.280708,63
17,2.250933,63
18,1.668279,69
19,1.668279,74
20,1.653044,72
21,1.653044,74
22,1.578387,73
23,1.578387,66
24,1.378042,59
25,1.186017,61
26,1.186017,70
27,1.186017,96
28,1.186017,98
29,1.085835,103
30,0.993783,114
31,0.993783,119
32,0.993783,121
33,0.77887,120
34,0.77887,124
35,0.77887,135
36,0.77887,141
37,0.77887,144
38,0.77887,143
39,0.577758,144
40,0.577758,148
41,0.577758,150
42,0.577758,149
43,0.577758,149
44,0.547894,144
45,0.474202,139
46,0.460842,135
47,0.439881,138
48,0.439881,145
49,0.420065,159
50,0.413037,162
51,0.401004,164
52,0.364116,167
53,0.363889,167
54,0.363889,168
55,0.201944,167
56,0.201944,166
57,0.201944,167
58,0.189849,166
59,0.189849,167
60,0.189849,167
61,0.18842,169
62,0.18842,169
63,0.18842,173
64,0.18842,172
65,0.18842,173
66,0.18842,173
67,0.174698,173
68,0.174698,175
69,0.174698,175
70,0.174698,175
71,0.174698,177
72,0.170996,180
73,0.170996,179
74,0.170996,182
75,0.170996,193
76,0.170996,198
77,0.167938,196
78,0.167938,198
79,0.167938,198
80,0.167938,200
81,0.167938,200
82,0.167938,200
83,0.162856,201
84,0.162856,202
85,0.162856,210
86,0.162856,221
87,0.162856,224
88,0.162856,227
89,0.162856,229
90,0.162856,216
91,0.162856,216
92,0.162856,212
93,0.153721,208
94,0.153721,229
95,0.153721,239
96,0.153721,231
97,0.153642,226
98,0.153642,220
99,0.153642,227
