generation,best_fitness,median_tree_size
0,0.148154,29
1,0.148154,9
2,0.088048,8
3,0.088048,9
4,0.088048,9
5,0.056507,16
6,0.056507,33
7,0.047466,35
8,0.042968,41
9,0.042968,45
10,0.040708,61
11,0.040708,63
12,0.038894,64
13,0.027471,66
14,0.027471,69
15,0.006796,89
16,0.006796,87
17,0.00593,93
18,0.005485,84
19,0.005444,67
20,0.005235,68
21,0.00303,68
22,0.00303,73
23,0.00303,92
24,0.00303,93
25,0.002906,103
26,0.002637,139
27,0.002637,120
28,0.000887,228
29,0.000887,218
30,0.000887,207
31,0.000788,200
32,0.000788,146
33,0.000788,130
34,0.000759,130
35,0.000759,93
36,0.000759,140
37,0.00073,181
38,0.000648,185
39,0.000648,154
40,0.000648,136
41,0.000648,133
42,0.000648,117
43,0.000648,115
44,0.000648,108
45,0.000648,108
46,0.000648,108
47,0.000648,105
48,0.000648,108
49,0.000648,103
50,0.000648,105
51,0.000648,108
52,0.000648,107
53,0.000648,108
54,0.000648,114
55,0.000648,122
56,0.000648,154
57,0.000648,240
58,0.000648,310
59,0.000648,320
60,0.000648,319
61,0.000648,341
62,0.000648,349
63,0.000648,351
64,0.000648,461
65,0.000648,462
66,0.000648,392
67,0.000648,447
68,0.000648,434
69,0.000648,454
70,0.000648,453
71,0.000648,496
72,0.000648,480
73,0.000648,499
74,0.000648,467
75,0.000648,464
76,0.000648,513
77,0.000648,598
78,0.000648,566
79,0.000648,613
80,0.000648,698
81,0.000648,783
82,0.000648,726
83,0.000648,899
84,0.000648,940
85,0.000648,1051
86,0.000648,1033
87,0.000648,1040
88,0.000648,1103
