generation,best_fitness,median_tree_size
0,1.222639,14
1,1.222639,9
2,0.675773,8
3,0.675773,9
4,0.675773,9
5,0.474055,9
6,0.362358,10
7,0.362358,13
8,0.359767,16
9,0.269746,16
10,0.241339,17
11,0.241339,19
12,0.241339,21
13,0.241339,27
14,0.128935,35
15,0.109488,43
16,0.109488,49
17,0.07677,55
18,0.07677,63
19,0.067885,69
20,0.067885,72
21,0.066722,81
22,0.066722,97
23,0.065637,102
24,0.065637,107
25,0.061254,109
26,0.059688,120
27,0.04928,128
28,0.04928,165
29,0.048861,198
30,0.048861,219
31,0.046777,253
32,0.046163,213
33,0.044583,207
34,0.040752,256
35,0.040752,296
36,0.040752,322
37,0.036613,327
38,0.036043,377
39,0.035989,411
40,0.035989,383
41,0.03318,432
42,0.03318,388
43,0.03318,386
44,0.033114,423
45,0.033059,428
46,0.033059,450
47,0.033059,478
48,0.033059,380
49,0.032537,365
50,0.032537,381
51,0.032537,432
52,0.031632,580
53,0.031632,524
