generation,best_fitness
0,5.47430064038035
1,2.689009818588762
2,2.689009818588762
3,2.689009818588762
4,2.689009818588762
5,2.689009818588762
6,1.26799529129221
7,1.26799529129221
8,1.26799529129221
9,1.2631604357539623
10,1.2631604357539623
11,1.2183926148734832
12,1.197630810073329
13,1.197630810073329
14,1.193849187062293
15,1.193849187062293
16,1.1735107790894268
17,1.1735107790894268
18,1.1735107790894268
19,1.1735107790894268
20,1.1735107790894268
21,1.1735107790894268
22,1.1735107790894268
23,1.1735107790894268
24,1.1735107790894268
25,1.1735107790894268
26,1.1519510146067586
27,1.1519510146067586
28,1.1519510146067586
29,1.1519510146067586
30,1.1519510146067586
31,1.1519510146067586
32,1.095199615069657
33,1.095199615069657
34,1.095199615069657
35,1.095199615069657
36,1.095199615069657
37,1.095199615069657
38,1.095199615069657
39,1.095199615069657
40,1.095199615069657
41,1.095199615069657
42,1.095199615069657
43,1.095199615069657
44,1.095199615069657
45,1.095199615069657
46,1.095199615069657
47,1.095199615069657
48,1.095199615069657
49,1.095199615069657
50,1.095199615069657
51,1.095199615069657
52,1.095199615069657
53,1.095199615069657
54,1.095199615069657
55,1.095199615069657
56,1.095199615069657
57,1.095199615069657
58,1.095199615069657
59,1.095199615069657
60,1.0759203204136378
61,1.0759203204136378
62,1.0759203204136378
63,1.0759203204136378
64,1.0759203204136378
65,1.0759203204136378
66,1.0759203204136378
67,1.0759203204136378
68,1.0759203204136378
69,1.0759203204136378
70,1.0759203204136378
71,1.0759203204136378
72,1.0759203204136378
73,1.0759203204136378
74,1.0759203204136378
75,1.0759203204136378
76,1.0759203204136378
77,1.0759203204136378
78,1.0759203204136378
79,1.0759203204136378
80,1.0759203204136378
81,1.0759203204136378
82,1.0759203204136378
83,1.0759203204136378
84,1.0759203204136378
85,1.0759203204136378
86,1.0759203204136378
87,1.0759203204136378
88,1.0671790090333764
89,1.0671790090333764
90,1.0671790090333764
91,1.0671790090333764
92,1.0671790090333764
93,1.0671790090333764
94,1.0671790090333764
95,1.0671790090333764
96,1.0650312004108307
97,1.0650312004108307
98,1.0650312004108307
99,0.821151215016526
100,0.821151215016526
101,0.821151215016526
102,0.821151215016526
103,0.821151215016526
104,0.821151215016526
105,0.821151215016526
106,0.821151215016526
107,0.821151215016526
108,0.821151215016526
109,0.821151215016526
110,0.821151215016526
111,0.821151215016526
112,0.821151215016526
113,0.821151215016526
114,0.821151215016526
115,0.821151215016526
116,0.821151215016526
117,0.821151215016526
118,0.821151215016526
119,0.821151215016526
120,0.821151215016526
121,0.821151215016526
122,0.821151215016526
123,0.821151215016526
124,0.821151215016526
125,0.821151215016526
126,0.821151215016526
127,0.821151215016526
128,0.821151215016526
129,0.821151215016526
130,0.821151215016526
131,0.821151215016526
132,0.821151215016526
133,0.821151215016526
134,0.821151215016526
135,0.821151215016526
136,0.821151215016526
137,0.821151215016526
138,0.821151215016526
139,0.821151215016526
140,0.821151215016526
141,0.821151215016526
142,0.821151215016526
143,0.821151215016526
144,0.821151215016526
145,0.821151215016526
146,0.821151215016526
147,0.821151215016526
148,0.821151215016526
149,0.821151215016526
150,0.821151215016526
151,0.821151215016526
152,0.821151215016526
153,0.821151215016526
154,0.821151215016526
155,0.821151215016526
156,0.821151215016526
157,0.821151215016526
158,0.821151215016526
159,0.821151215016526
160,0.821151215016526
161,0.821151215016526
162,0.821151215016526
163,0.821151215016526
164,0.821151215016526
165,0.821151215016526
166,0.821151215016526
167,0.821151215016526
168,0.821151215016526
169,0.821151215016526
170,0.821151215016526
171,0.821151215016526
172,0.821151215016526
173,0.821151215016526
174,0.821151215016526
175,0.821151215016526
176,0.821151215016526
177,0.821151215016526
178,0.821151215016526
179,0.821151215016526
180,0.821151215016526
181,0.821151215016526
182,0.821151215016526
183,0.821151215016526
184,0.821151215016526
185,0.821151215016526
186,0.821151215016526
187,0.821151215016526
188,0.821151215016526
189,0.821151215016526
190,0.821151215016526
191,0.821151215016526
192,0.821151215016526
193,0.821151215016526
194,0.821151215016526
195,0.821151215016526
196,0.821151215016526
197,0.821151215016526
198,0.821151215016526
199,0.821151215016526
