generation,best_fitness
0,6.269146764778444
1,5.941128565386959
2,4.972021019153172
3,4.972021019153172
4,4.972021019153172
5,4.972021019153172
6,4.1656689341254
7,4.1656689341254
8,4.1656689341254
9,3.881449515253271
10,3.881449515253271
11,3.881449515253271
12,3.881449515253271
13,3.881449515253271
14,3.881449515253271
15,3.881449515253271
16,3.881449515253271
17,3.8012679506372113
18,3.8012679506372113
19,3.8012679506372113
20,3.8012679506372113
21,3.8012679506372113
22,3.8012679506372113
23,3.8012679506372113
24,3.8012679506372113
25,3.8012679506372113
26,3.8012679506372113
27,3.8012679506372113
28,3.8012679506372113
29,3.8012679506372113
30,3.796768667728122
31,3.796768667728122
32,3.796768667728122
33,3.796768667728122
34,3.796768667728122
35,3.796768667728122
36,3.796768667728122
37,3.796768667728122
38,3.796768667728122
39,3.796768667728122
40,3.796768667728122
41,3.796768667728122
42,3.796768667728122
43,3.796768667728122
44,3.215273055174718
45,3.215273055174718
46,3.215273055174718
47,3.215273055174718
48,3.215273055174718
49,3.166050009194383
50,3.166050009194383
51,3.166050009194383
52,3.166050009194383
53,3.166050009194383
54,3.166050009194383
55,3.166050009194383
56,3.166050009194383
57,2.9621784988643087
58,2.9621784988643087
59,2.9621784988643087
60,2.9621784988643087
61,2.7630635459297572
62,2.7630635459297572
63,2.7630635459297572
64,2.7630635459297572
65,2.7630635459297572
66,2.7630635459297572
67,2.763063536305159
68,2.7630630633790285
69,2.7630630633790285
70,2.5242372960233914
71,2.5242372960233914
72,2.5242372960233914
73,2.521944864482393
74,2.4848493342212636
75,2.4848493342212636
76,2.4848493342212636
77,2.4848493342212636
78,2.4848493342212636
79,2.4848493342212636
80,2.484849307122252
81,2.484849307122252
82,2.484849307122252
83,2.484849307122252
84,2.484849091788764
85,2.484849091788764
86,2.401007912004255
87,2.401007912004255
88,2.401007912004255
89,2.4010078330921183
90,2.4010078330921183
91,2.4010078330921183
92,2.4010078330921183
93,2.4010078330921183
94,2.4010078330921183
95,2.4010078330921183
96,2.4010078330921183
97,2.4010078330921183
98,2.4010078330921183
99,2.4010078330921183
100,2.4010078330921183
101,2.3750726503040225
102,2.3750726503040225
103,2.3750726503040225
104,2.2629806472507967
105,2.2629806472507967
106,2.2629806472507967
107,2.2629806472507967
108,2.2629806472507967
109,2.2629806472507967
110,2.2629806472507967
111,2.2629806472507967
112,2.2629806472507967
113,2.2629806472507967
114,2.2629806472507967
115,2.2629806472507967
116,2.2629806472507967
117,2.1970190570160852
118,2.1970190570160852
119,2.1970190570160852
120,2.1970190570160852
121,2.1970190570160852
122,2.1970190570160852
123,2.1970190570160852
124,2.1970190570160852
125,2.1970190570160852
126,2.1970190570160852
127,2.1970190570160852
128,2.1970190570160852
129,2.1970190570160852
130,2.1970190570160852
131,2.1970190570160852
132,2.1970190442492807
133,2.1970190442492807
134,2.1970190442492807
135,2.1970190442492807
136,2.1970190442492807
137,2.1970190442492807
138,2.1970190442492807
139,2.1970190442492807
140,2.1970190442492807
141,2.1970190442492807
142,2.1970190442492807
143,2.1970190442492807
144,2.1970190442492807
145,2.1970190442492807
146,2.1970190442492807
147,2.1970190442492807
148,2.1970190442492807
149,2.1970190442492807
150,2.1970190442492807
151,2.1970190442492807
152,2.1970190442492807
153,2.1513249417476867
154,2.1513249417476867
155,2.1513249417476867
156,2.1513249417476867
157,2.1513249417476867
158,2.1513249417476867
159,2.1513249417476867
160,2.1513249417476867
161,2.1513249417476867
162,2.1513249417476867
163,2.1163892942608213
164,2.1163892942608213
165,2.1163892942608213
166,2.1163892942608213
167,2.1163892942608213
168,2.1163892942608213
169,2.1163892942608213
170,2.1163892942608213
171,2.1163892942608213
172,2.1163892942608213
173,2.1163892942608213
174,2.1163892942608213
175,2.1163892942608213
176,2.1163892942608213
177,2.1163892942608213
178,2.1163892942608213
179,2.1163892942608213
180,2.1163892942608213
181,2.1163892942608213
182,2.1163892942608213
183,2.1163892942608213
184,2.1163892942608213
185,2.1163892942608213
186,2.1163892942608213
187,2.1163892942608213
188,2.1163892942608213
189,2.1163892942608213
190,2.1163892942608213
191,2.1163892942608213
192,2.1163892942608213
193,2.1163892942608213
194,2.1163892942608213
195,2.1163892942608213
196,2.1163892942608213
197,2.0356755644454907
198,2.0356755644454907
199,2.0356755644454907
