generation,best_fitness
0,8.211778511379592
1,8.211778511379592
2,6.289865895614613
3,2.957062164431485
4,2.957062164431485
5,2.957062164431485
6,2.957062164431485
7,2.957062164431485
8,1.8814682821588684
9,1.8814682821588684
10,1.8814682821588684
11,1.8814682821588684
12,1.8814682821588684
13,1.8814682821588684
14,1.8814682821588684
15,1.0110497645927752
16,1.0110497645927752
17,1.0110497645927752
18,1.0110497645927752
19,1.0110497645927752
20,1.0110497645927752
21,1.0110497645927752
22,0.645453532100682
23,0.645453532100682
24,0.6257382698467082
25,0.521603262350448
26,0.521603262350448
27,0.521603262350448
28,0.521603262350448
29,0.521603262350448
30,0.521603262350448
31,0.521603262350448
32,0.521603262350448
33,0.521603262350448
34,0.521603262350448
35,0.521603262350448
36,0.5143316085534877
37,0.5089338612774115
38,0.5089338612774115
39,0.5089338612774115
40,0.5089338612774115
41,0.5089338612774115
42,0.5089338612774115
43,0.5089338612774115
44,0.5089338612774115
45,0.5089338612774115
46,0.5089338612774115
47,0.5089338612774115
48,0.5089338612774115
49,0.5089338612774115
50,0.5089338612774115
51,0.5089338612774115
52,0.5089338612774115
53,0.5089338612774115
54,0.5089338612774115
55,0.5089338612774115
56,0.5089338612774115
57,0.5089338612774115
58,0.5089338612774115
59,0.5089338612774115
60,0.5089338612774115
61,0.5089338612774115
62,0.5089338612774115
63,0.5089338612774115
64,0.5081509298111502
65,0.5081509298111502
66,0.5081509298111502
67,0.5081509298111502
68,0.5081509298111502
69,0.5057090717782667
70,0.5057090717782667
71,0.5057090717782667
72,0.5057090717782667
73,0.2705483169702854
74,0.2705483169702854
75,0.2705483169702854
76,0.1662740705474159
77,0.1662740705474159
78,0.1662740705474159
79,0.1662740705474159
80,0.1662740705474159
81,0.1662740705474159
82,0.1662740705474159
83,0.1662740705474159
84,0.14490433990616694
85,0.1374214995781431
86,0.1374214995781431
87,0.1374214995781431
88,0.1374214995781431
89,0.1374214995781431
90,0.1374214995781431
91,0.1374214995781431
92,0.1374214995781431
93,0.1374214995781431
94,0.1374214995781431
95,0.1374214995781431
96,0.1374214995781431
97,0.1374214995781431
98,0.1374214995781431
99,0.1374214995781431
100,0.1374214995781431
101,0.1374214995781431
102,0.1374214995781431
103,0.1374214995781431
104,0.1374214995781431
105,0.1374214995781431
106,0.1374214995781431
107,0.1374214995781431
108,0.1374214995781431
109,0.1374214995781431
110,0.1374214995781431
111,0.1374214995781431
112,0.1374214995781431
113,0.1374214995781431
114,0.1374214995781431
115,0.1374214995781431
116,0.1374214995781431
117,0.1374214995781431
118,0.1374214995781431
119,0.1374214995781431
120,0.1374214995781431
121,0.1374214995781431
122,0.1374214995781431
123,0.1374214995781431
124,0.1374214995781431
125,0.1374214995781431
126,0.1374214995781431
127,0.1374214995781431
128,0.1374214995781431
129,0.1374214995781431
130,0.1374214995781431
131,0.1374214995781431
132,0.1374214995781431
133,0.1374214995781431
134,0.1374214995781431
135,0.1374214995781431
