generation,best_fitness
0,0.5011421651571368
1,0.49885783484286306
2,0.16130055557685274
3,0.08528679271326035
4,0.06284256742365717
5,0.05044704763663081
6,0.05044704763663081
7,0.05000453408561127
8,0.05000453408561127
9,0.05000453408561127
10,0.05000453408561127
11,0.05000453408561127
12,0.04933216533852652
13,0.04933216533852652
14,0.04933216533852652
15,0.04933216533852652
16,0.04933216533852652
17,0.04933216533852652
18,0.04933216533852652
19,0.04933216533852652
20,0.04933216533852652
21,0.04933216533852652
22,0.04933216533852652
23,0.04933216533852652
24,0.049105889328399606
25,0.049105889328399606
26,0.049105889328399606
27,0.049105889328399606
28,0.049105889328399606
29,0.049105889328399606
30,0.049105889328399606
31,0.049105889328399606
32,0.049105889328399606
33,0.049105889328399606
34,0.049105889328399606
35,0.049105889328399606
36,0.049105889328399606
37,0.049067184552197426
38,0.049067184552197426
39,0.049067184552197426
40,0.049067184552197426
41,0.049067184552197426
42,0.049067184552197426
43,0.049067184552197426
44,0.049067184552197426
45,0.04896914156984339
46,0.04896914156984339
47,0.04896914156984339
48,0.04896914156984339
49,0.04896914156984339
50,0.04896914156984339
51,0.04896914156984339
52,0.04896914156984339
53,0.04896914156984339
54,0.04896914156984339
55,0.04896914156984339
56,0.04896914156984339
57,0.04896914156984339
58,0.04896914156984339
59,0.04896914156984339
60,0.04896914156984339
61,0.04896914156984339
62,0.04896914156984339
63,0.04896914156984339
64,0.04896914156984339
65,0.04896914156984339
66,0.04896914156984339
67,0.04896914156984339
68,0.04896914156984339
69,0.04896914156984339
70,0.04896914156984339
71,0.04896914156984339
72,0.04896914156984339
73,0.04896914156984339
74,0.04896914156984339
75,0.04896914156984339
76,0.04896914156984339
77,0.04896914156984339
78,0.04896914156984339
79,0.04896914156984339
80,0.04896914156984339
81,0.04896914156984339
82,0.04896914156984339
83,0.04896914156984339
84,0.04896914156984339
85,0.04896914156984339
86,0.04896914156984339
87,0.04896914156984339
88,0.04896914156984339
89,0.04896914156984339
90,0.04896914156984339
91,0.04896914156984339
92,0.04896914156984339
93,0.04896914156984339
94,0.04896914156984339
95,0.04896914156984339
