generation,best_fitness
0,0.16531391244682198
1,0.16531391244682198
2,0.11135263860132195
3,0.0657458283114906
4,0.0657458283114906
5,0.0657458283114906
6,0.0657458283114906
7,0.024687038064383944
8,0.024687038064383944
9,0.024687038064383944
10,0.024687038064383944
11,0.024687038064383944
12,0.024687038064383944
13,0.024687038064383944
14,0.024687038064383944
15,0.024687038064383944
16,0.024687038064383944
17,0.024687038064383944
18,0.024687038064383944
19,0.024687038064383944
20,0.024687038064383944
21,0.024687038064383944
22,0.024687038064383944
23,0.024687038064383944
24,0.024687038064383944
25,0.024687038064383944
26,0.024687038064383944
27,0.024687038064383944
28,0.024687038064383944
29,0.024687038064383944
30,0.024687038064383944
31,0.024687038064383944
32,0.024687038064383944
33,0.024687038064383944
34,0.024687038064383944
35,0.024687038064383944
36,0.024687038064383944
37,0.024687038064383944
38,0.024687038064383944
39,0.024687038064383944
40,0.024687038064383944
41,0.024687038064383944
42,0.024687038064383944
43,0.024687038064383944
44,0.024687038064383944
45,0.024687038064383944
46,0.024687038064383944
47,0.024687038064383944
48,0.024687038064383944
49,0.024687038064383944
50,0.024687038064383944
51,0.024687038064383944
52,0.024687038064383944
53,0.024687038064383944
54,0.024687038064383944
55,0.024687038064383944
56,0.024687038064383944
57,0.024687038064383944
