test_id,test_name,std_std_median_mse,std_ssc_median_mse,eml_std_median_mse,eml_ssc_median_mse,eml_mut_median_mse,ssc_improves_eml
1.1,Phase 1: f(x) = exp(x),0.0,0.0,0.0,0.0,0.0,SAME    (0)
1.2,Phase 1: f(x) = ln(x),0.0,0.0,0.0,8.485408320115498e-06,8.5e-06,WORSE   (0 → 8.485e-06)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.0,0.0,8.3036645,8.303664836991723,7.0473785,WORSE   (8.304 → 8.304)
2.1,Phase 2: f(x) = sin(x) + cos(x),0.004368,0.02368012497573615,0.222058,0.3343897749938398,0.28774500000000003,WORSE   (0.2221 → 0.3344)
3.2,Phase 3: f(x) = arctan(x),0.0,0.0,0.40587300000000004,0.7988575216564071,0.6882820000000001,WORSE   (0.4059 → 0.7989)
3.3,Phase 3: f(x) = x^x,0.06711,0.17680915008125575,1.7414399999999999,2.4767714407114645,1.998094,WORSE   (1.741 → 2.477)
