test_id,generations_config,pop_size,algorithm,generation,median_fitness,q1_fitness,q3_fitness,n_runs
1.2,200,100,eml_std,55,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,56,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,57,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,58,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,59,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,60,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,61,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,62,0.0,0.0,6.75e-06,30
1.2,200,100,eml_std,63,0.0,0.0,6e-06,30
1.2,200,100,eml_std,64,0.0,0.0,6e-06,30
1.2,200,100,eml_std,65,0.0,0.0,6e-06,30
1.2,200,100,eml_std,66,0.0,0.0,6e-06,30
1.2,200,100,eml_std,67,0.0,0.0,6e-06,30
1.2,200,100,eml_std,68,0.0,0.0,6e-06,30
1.2,200,100,eml_std,69,0.0,0.0,6e-06,30
1.2,200,100,eml_std,70,0.0,0.0,6e-06,30
1.2,200,100,eml_std,71,0.0,0.0,6e-06,30
1.2,200,100,eml_std,72,0.0,0.0,6e-06,30
1.2,200,100,eml_std,73,0.0,0.0,6e-06,30
1.2,200,100,eml_std,74,0.0,0.0,6e-06,30
1.2,200,100,eml_std,75,0.0,0.0,6e-06,30
1.2,200,100,eml_std,76,0.0,0.0,6e-06,30
1.2,200,100,eml_std,77,0.0,0.0,6e-06,30
1.2,200,100,eml_std,78,0.0,0.0,6e-06,30
1.2,200,100,eml_std,79,0.0,0.0,6e-06,30
1.2,200,100,eml_std,80,0.0,0.0,6e-06,30
1.2,200,100,eml_std,81,0.0,0.0,3.7500000000000005e-06,30
1.2,200,100,eml_std,82,0.0,0.0,3.7500000000000005e-06,30
1.2,200,100,eml_std,83,0.0,0.0,3.7500000000000005e-06,30
1.2,200,100,eml_std,84,0.0,0.0,3.7500000000000005e-06,30
1.2,200,100,eml_std,85,0.0,0.0,3.7500000000000005e-06,30
1.2,200,100,eml_std,86,0.0,0.0,3.7500000000000005e-06,30
