Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000018,4,929,0,80,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.393733,3,1,0,0,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.003006,FAIL,16,,30,200,BUDGET EXHAUSTED,TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),FAIL,FAIL,115,,40,200,BUDGET EXHAUSTED,TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,5.816930,2,1,0,0,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,4,,0,200,CONVERGED,TIMEOUT
3.3,Phase 3: f(x) = x^x,0.584426,FAIL,27,,30,200,BUDGET EXHAUSTED,TIMEOUT
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],FAIL,0.009603,,1085,200,199,TIMEOUT,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,47,,10,200,CONVERGED,TIMEOUT
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.182508,FAIL,321,,160,200,BUDGET EXHAUSTED,TIMEOUT
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.359457,FAIL,961,,60,200,BUDGET EXHAUSTED,TIMEOUT
