Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,4,3,0,0,CONVERGED,CONVERGED,exp((x / 1.0)),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000008,2,29,0,30,CONVERGED,BUDGET EXHAUSTED,log(x),exp(x) - log((-x*log(E - log(-log(exp(x) - log((-(x - exp(-1 + E))*log(x) - exp(exp(x)))/(x - exp(-1 + E)))) + exp(-1 + E))) + exp(exp(x)))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.345569,3,1,0,0,CONVERGED,BUDGET EXHAUSTED,(x2 + x1),x2
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,FAIL,15,,0,100,CONVERGED,TIMEOUT,((1.0 - log((x / x))) / exp(((x / 1.0) * (x - 1.0)))),TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,FAIL,5,,20,100,CONVERGED,TIMEOUT,(sin(x) + cos(x)),TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,5.293356,8,1,0,0,CONVERGED,BUDGET EXHAUSTED,exp(log((sinh(x) * (x / x)))),x
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,2,,0,100,CONVERGED,TIMEOUT,atan(x),TIMEOUT
3.3,Phase 3: f(x) = x^x,0.429342,1.121504,952,255,99,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(exp(x) - ((x - ((x + (x - exp((exp((1.0 - x)) * (x + (log(((exp(x) * log((1.0 + (exp(x) - x)))) - sqrt(sqrt((((exp(x) * x) - log((1.0 + (exp(x) - log(exp((sqrt(sqrt((((exp(x) * 1.0) - log((1.0 + (exp(x) - log(1.0))))) + exp((exp(x) - (sqrt(x) + ((1.0 + (exp(exp(x)) - (sqrt((x + sqrt(x))) + (1.0 - exp(1.0))))) - exp(x)))))))) / (((sqrt(1.0) / (1.0 * (1.0 * 1.0))) + log(((x - ((x + (log((1.0 + (exp(x) - sqrt(x)))) - exp((exp((1.0 - x)) * (x + ((1.0 * 1.0) - 1.0)))))) + 1.0)) - (log(((x - (1.0 + (exp(x) - x))) / log((sqrt(1.0) / 1.0)))) + (1.0 - (((exp(x) * log((x + (exp(x) - (1.0 - x))))) - log(exp(x))) + exp((1.0 * 1.0)))))))) + 1.0)))))))) + exp((exp(x) - (x + ((1.0 + (exp(x) - 1.0)) - exp(x)))))))))) - 1.0)))))) + 1.0)) - (log(log((1.0 + (exp(x) - log(1.0))))) + (1.0 - (sqrt((x / sqrt(((((1.0 * 1.0) * 1.0) - log((log(1.0) + (exp(x) - log(1.0))))) + exp((sqrt(sqrt((((exp(x) * 1.0) - log((1.0 + 1.0))) + exp((exp(x) - (sqrt(x) + ((1.0 + (exp(x) - (sqrt((x + x)) + (1.0 - exp(1.0))))) - exp(x)))))))) / (((sqrt(1.0) / (1.0 * (((sqrt(1.0) / (1.0 * (1.0 * 1.0))) + log(((x - ((x + (log((1.0 + (exp(x) - sqrt(x)))) - exp((exp((1.0 - x)) * (x + ((1.0 * 1.0) - 1.0)))))) + 1.0)) - (log(((x - x) / log((sqrt(1.0) / 1.0)))) + (1.0 - (((exp(x) * log((x + (exp(x) - (1.0 - x))))) - log((1.0 + 1.0))) + exp((1.0 * 1.0)))))))) + 1.0))) + log(((x - ((x + (log((1.0 + (exp(x) - sqrt(x)))) - exp((log((1.0 + (exp(x) - x))) - exp((exp((1.0 - exp(x))) * (x + (exp(x) - 1.0)))))))) + 1.0)) - (log(((x - x) / log((sqrt(1.0) / 1.0)))) + (1.0 - ((exp(x) * 1.0) - log((1.0 + (exp(x) - log(exp((sqrt(sqrt((((exp(x) * 1.0) - log((1.0 + (exp(x) - log(1.0))))) + exp((exp(x) - (sqrt(x) + ((1.0 + (exp(exp(x)) - (sqrt((x + sqrt(x))) + (1.0 - exp(1.0))))) - exp(x)))))))) / (((sqrt(1.0) / (1.0 * (1.0 * 1.0))) + log(((x - ((x + (log((1.0 + (exp(x) - sqrt(x)))) - exp((exp((1.0 - x)) * (x + ((1.0 * 1.0) - 1.0)))))) + 1.0)) - (log(((x - x) / log((sqrt(1.0) / 1.0)))) + (1.0 - (((exp(x) * log((x + (exp(x) - (1.0 - x))))) - log((1.0 + 1.0))) + exp((1.0 * 1.0)))))))) + 1.0))))))))))))) + ((x - ((x + (log(x) - exp((exp((1.0 - x)) * (x + (log(((exp(x) * log((1.0 + (exp(x) - x)))) - log((1.0 + 1.0)))) - 1.0)))))) + 1.0)) - (log(log((1.0 + (exp(x) - log(1.0))))) + (log(((x - ((x + (log((1.0 + (exp(x) - sqrt(x)))) - exp((log((1.0 + (exp(x) - x))) - exp((exp((1.0 - x)) * (x + (exp(x) - 1.0)))))))) + 1.0)) - (log(((x - x) / log((sqrt(1.0) / 1.0)))) + (1.0 - ((exp(x) * 1.0) - log((1.0 + (exp(x) - exp((exp((1.0 - x)) * (x + (log(((exp(x) * log((1.0 + (exp(x) - x)))) - sqrt(sqrt((((exp(x) * 1.0) - log((1.0 + (exp(x) - log(exp((sqrt(sqrt((((exp(x) * 1.0) - log((1.0 + (exp(x) - log(1.0))))) + exp((exp(x) - (sqrt(x) + ((1.0 + (exp(exp(x)) - (sqrt((x + sqrt(x))) + (1.0 - exp(1.0))))) - exp(x)))))))) / (((sqrt(1.0) / (1.0 * (1.0 * 1.0))) + log(((x - ((x + (log((1.0 + (exp(x) - sqrt(x)))) - exp((exp((1.0 - x)) * (x + ((1.0 * 1.0) - 1.0)))))) + 1.0)) - (log(((x - (1.0 + (exp(x) - x))) / log((sqrt(1.0) / 1.0)))) + (1.0 - (((exp(x) * log((x + (exp(x) - (1.0 - x))))) - log((1.0 + 1.0))) + exp((1.0 * 1.0)))))))) + 1.0)))))))) + exp((exp(x) - (x + ((1.0 + (exp(x) - 1.0)) - exp(x)))))))))) - 1.0)))))))))))) - (sqrt((x / sqrt((((exp(x) * 1.0) - log((x + (exp(x) - log(1.0))))) + exp((sqrt(sqrt((((exp(x) * 1.0) - log((((x + (log(x) - exp((exp((1.0 - exp(x))) * (x + (log(((exp(x) * log((1.0 + (exp(x) - x)))) - log((1.0 + 1.0)))) - 1.0)))))) + 1.0) + (exp(x) - log(exp(x)))))) + exp((exp(x) - (sqrt(x) + ((1.0 + (exp(x) - x)) - exp(x)))))))) / (((sqrt(1.0) / (1.0 * (1.0 * 1.0))) + log(((x - ((x + (log((1.0 + (x - sqrt(x)))) - exp((exp((1.0 - x)) * (x + (1.0 - 1.0)))))) + 1.0)) - 1.0))) + 1.0))))))) + exp(exp((exp((1.0 - x)) * (x + 1.0))))))))))))))) + exp((1.0 * 1.0))))))),exp(x) - log(-log(-log(-log(x) + exp(exp(exp(x))/(-log(exp(x) - log(-log(-x + exp(x)) + exp(exp(exp(x))/(-log(x) + exp(exp(exp(x))/(exp(x) - log(exp(x) - log(exp(x) - log(x)))))/(-log(exp(x) - log(-log(x) + exp(exp(x))/(-log(x) + exp(exp(exp(x))/x)/(-log(exp(x) - log(-log(exp(x) - log(E - log(E - log(E - log(exp(x) - log(E - log(E - x))))))) + exp(exp(E)/x)/(exp(x) - log(E - log(E - x))))) + exp(E)/(E - log(-log(-log(E - log(exp(x) - log(x))) + exp(E)*exp(-x)) + exp(E)/x)))))) + exp(E)/x)))/(exp(x) - log(-log(x) + exp(exp(x))/(E - log(exp(x) - log(E - log(x)))))))) + exp(exp(x))/(-log(exp(x) - log(x)) + exp(E)/x)))/(-log(E - log(x)) + exp(E)/x)) + exp(E)/(E - log(x))) + exp(exp(x))/(-log(x) + exp(exp(x))/(-log(exp(x) - log(-log(exp(x) - log(x)) + exp(exp(E)/x)/(exp(x) - log(-log(x) + exp(exp(E)/x)/(-log(E - log(exp(x) - log(E - log(E - x)))) + exp(exp(E))/(-log(E - log(-log(-log(x) + exp(exp(x))/(E - log(exp(x) - log(E - log(E - log(exp(x) - log(E - log(x)))))))) + exp(exp(exp(x))/(-log(exp(x) - log(x)) + exp(E)/x))/(exp(x) - log(-log(x) + exp(exp(E)/x)/(exp(x) - log(-log(x) + exp(exp(E)/x)/(-log(E - log(exp(x) - log(E - log(E - x)))) + exp(exp(x))/x))))))) + exp(E)/(exp(x) - log(E - log(E - log(E - log(E - log(x)))))))))))) + exp(E)/x)))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.003030,FAIL,24,,20,100,BUDGET EXHAUSTED,TIMEOUT,exp((((1.0 - 1.0) + (((1.0 / x) - (x - x)) * x)) * (((1.0 / exp(1.0)) - 1.0) / exp(x)))),TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,181.154809,47,303,0,99,CONVERGED,BUDGET EXHAUSTED,(((((x - 1.0) - 1.0) * (1.0 * x)) * x) - ((((x * 1.0) - (x + 1.0)) / ((1.0 - x) + (x + ((1.0 + x) * ((x - x) / (x / 1.0)))))) * (((x - x) / (x / 1.0)) + x))),x + exp(-1)*exp(exp(exp(exp(-x)*exp(exp(exp(x))/(-log(E - log(exp(x) - log(E - log(x)))) + exp(exp(E))/(exp(x) - log(-exp(x) + exp(exp(x))/(E - x))))))/(-log(-log(exp(x) - log(-log(-log(-log(x) + exp(exp(x))/(E - log(x))) + exp(E*exp(E)*exp(-exp(E)/x))/(E - log(E - x))) + exp(E)*exp(-x))) + exp(exp(-x)*exp(exp(exp(x))/(-log(-1 + E) + exp(E)/(exp(x) - log(-log(-log(-log(exp(x) - log(x)) + exp(E)/(-exp(x) + exp(exp(exp(x))) - log(1/(-log(exp(x) - log(x)) + exp(E)/(x - log(exp(exp(exp(E)/x))) + exp(exp(exp(x))/(exp(-1)*exp(exp(exp(x))) - log(-1 + E)))/(E - log(x))))))) + exp(exp(exp(x)))/(exp(x) - log(x))) + exp(-x)*exp(exp(x)))))))/(-log(E - exp(exp(x))) + exp(E))) + exp(-x)*exp(exp(exp(exp(exp(x)))))))/(exp(x) - log(-log(exp(x) - log(x)) + exp(E)/(-exp(x) + exp(exp(exp(x))) - log(1/(-log(exp(x) - log(x)) + exp(E)/(x - log(exp(exp(exp(E)/x))) + exp(exp(exp(x))/(-log(E - exp(x)) + exp(-x)*exp(exp(exp(x)))))/(E - log(x))))))))) - log(exp(exp(-x)*exp(exp(exp(x)*exp(exp(-1)*exp(exp(exp(x))/(exp(-1)*exp(exp(exp(x))) - log(-1 + E))))*exp(-exp(exp(E)/x)))/(-log(E - log(E - x)) + exp(E)/(exp(x) - log(exp(exp(x)) - 1))))))
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.088129,FAIL,262,,80,100,BUDGET EXHAUSTED,TIMEOUT,(log(((1.0 * sin(x)) + exp(exp(cos((sin(exp((sin((exp((1.0 / ((exp(cos((sin(exp((sin((exp((exp(cos(cos(exp(sin(sin(cos((sin(exp(exp(sin(exp(sin((exp((exp(cos((log((sin(cos(cos(exp(sin(1.0))))) + exp(exp(cos(cos(exp(sin(x)))))))) / sin(x)))) / ((cos(cos((x / log((1.0 / 1.0))))) + sin(sin(1.0))) * x))) / exp(cos((sin(x) / x)))))))))) - (sin(1.0) / sin(1.0)))))))))) / x)) / exp(sin(sin(1.0))))) / log((x / log(exp(((cos(cos(1.0)) + (cos(sin(1.0)) * 1.0)) * x)))))))) - (1.0 / log(exp(((cos(sin(sin(1.0))) + exp(1.0)) * x))))))) + (sin(x) * 1.0)) * (1.0 / x)))) / log(exp(log(((1.0 * (sin(1.0) * 1.0)) + exp(exp(cos((sin(exp((x / log((1.0 / 1.0))))) - (1.0 / log(exp(((cos(sin(((log(((1.0 * sin(x)) + exp(exp(cos((sin(exp((1.0 / log(cos(sin(1.0)))))) - (1.0 / log(exp(((cos(sin(((cos(cos((1.0 / log(exp(1.0))))) + (sin(1.0) * 1.0)) * x))) + (sin(1.0) * ((exp(cos(cos(1.0))) + exp(sin(1.0))) * sin(1.0)))) * x)))))))))) + (sin(1.0) * 1.0)) * x))) + (sin(1.0) * 1.0)) * x)))))))))))))) / log((1.0 / exp((sin(x) / x))))))) - (1.0 / log(exp(((cos(sin((sin(1.0) * 1.0))) + (sin(1.0) * 1.0)) * x)))))))))) + sin(exp((sin(1.0) / x)))),TIMEOUT
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.401234,FAIL,202,,99,100,BUDGET EXHAUSTED,TIMEOUT,sin((((x1 * sin(cos((tan(log(sin(((sin(x1) + sin(((x1 * log(1.0)) * sin(x1)))) - cos(log(sin(x1))))))) * log(1.0))))) + tan(log(sin(cos(sin(((sin(x1) + sin((tan(log(sin(cos(sin(1.0))))) * log(cos(1.0))))) - cos((sin(exp(sin(((x1 * cos(sin(1.0))) + tan(log(sin(cos((cos(((1.0 + (tan((cos(cos(exp(sin(x1)))) * cos(cos((sin(exp(sin(((x1 * cos(sin(1.0))) + tan(log(sin(cos((cos(cos(exp(sin(x1)))) * cos(cos(1.0))))))))))) - (sin(exp(1.0)) - tan(log(cos(sin(sin((cos(1.0) * 1.0)))))))))))) * log(1.0))) - 1.0)) * cos(sin(((sin(((x1 * sin(sin(sin(1.0)))) / tan(log(sin(cos((cos(cos(exp(sin(x1)))) * cos(cos(1.0))))))))) + sin((cos(sin(((((1.0 + (tan(log(sin(sin(x1)))) * log(1.0))) - cos(1.0)) - log(sin(cos(1.0)))) - cos(log((cos(1.0) * cos(1.0))))))) * sin(1.0)))) - cos(log((cos(sin(log((1.0 - tan(log(cos(sin(sin(x1))))))))) * 1.0))))))))))))))) - tan(log(sin(cos(sin(((1.0 + x1) - 1.0))))))))))))))) - cos(1.0))),TIMEOUT
