Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000000,6,7,0,0,CONVERGED,CONVERGED,(log(x) / (1.0 / 1.0)),exp(x) - log(exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,0.000000,7,19,0,30,CONVERGED,CONVERGED,(((x2 * x2) / x2) + x1),x1 + x2
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.057768,0.382974,530,1,99,10,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(1.0 - exp(((((1.0 * x) * (1.0 / ((1.0 * 1.0) + 1.0))) * exp(((1.0 - exp(((((((1.0 * x) * x) * x) * (1.0 / ((1.0 * 1.0) + (x + 1.0)))) * log(exp((exp((((((1.0 * ((((1.0 * x) * (1.0 / ((((1.0 * 1.0) + (1.0 + log((((exp((x + 1.0)) - exp((((1.0 * (((1.0 * x) * (1.0 / 1.0)) / x)) * log(1.0)) + 1.0))) * x) - (1.0 + (x - exp((1.0 * x)))))))) * 1.0) + 1.0))) * log(exp((x / 1.0)))) + exp(log(((1.0 * (1.0 + log((((exp(1.0) - exp((x + 1.0))) * (1.0 / ((1.0 * 1.0) + 1.0))) - (exp((((((1.0 * ((((exp((((((1.0 * (1.0 + (x - 1.0))) * ((1.0 * x) - ((x * log(((1.0 * 1.0) - exp((1.0 * x))))) + 1.0))) * log(1.0)) + exp(log(((1.0 * ((((1.0 * ((1.0 * 1.0) * ((1.0 * 1.0) + 1.0))) * log(1.0)) + exp(log(((1.0 * 1.0) - exp((x + 1.0)))))) * log(1.0))) - exp(exp((x / 1.0))))))) / ((1.0 * (1.0 + log((((exp((x + 1.0)) - exp((x + 1.0))) * x) - (x - 1.0))))) - 1.0))) * x) * (log((((1.0 - exp((x + 1.0))) * x) - (((1.0 * x) * (1.0 * log(1.0))) - 1.0))) / ((((1.0 * 1.0) + (x + 1.0)) * 1.0) + 1.0))) * log(exp((x / 1.0)))) + x)) * ((1.0 * (x - exp(x))) * ((1.0 * x) - exp((((((1.0 * x) * ((1.0 * x) * (1.0 / (((x - 1.0) * 1.0) + (((exp((x + 1.0)) - exp((x + 1.0))) * x) - (x - 1.0)))))) * log(1.0)) + exp(log(((1.0 * 1.0) - exp((x + 1.0)))))) / ((1.0 * (1.0 + log((((exp((x + 1.0)) - exp((x + 1.0))) * x) - (x - 1.0))))) - 1.0)))))) * log(1.0)) + exp(log(1.0))) / ((1.0 * (1.0 + x)) - 1.0))) - 1.0))))) - 1.0))))) * ((1.0 * x) * (1.0 / ((x - exp(x)) + (1.0 + (exp(((((1.0 * x) * (1.0 / 1.0)) * exp(((1.0 - exp(((((((1.0 * x) * x) * x) * (1.0 / ((1.0 * 1.0) + (x + 1.0)))) * log(1.0)) + exp(exp(log(((1.0 * 1.0) - exp(1.0)))))))) + x))) + exp(((1.0 * x) * x)))) - log(1.0))))))) * x) + exp(log(((1.0 * ((((1.0 * ((1.0 * x) * ((1.0 * 1.0) + 1.0))) * exp((1.0 * x))) + exp(log(((1.0 / (((x - 1.0) * 1.0) + (1.0 + (x - exp(x))))) - exp((x + 1.0)))))) * log(1.0))) - exp((x + 1.0)))))) / ((1.0 * (1.0 + log((((exp((x + 1.0)) - exp((x + 1.0))) * x) - (x - 1.0))))) - 1.0))) / 1.0)))) + exp(log(((1.0 * 1.0) - exp((1.0 * x)))))))) + x))) + exp(log(((1.0 * 1.0) - exp((x + 1.0)))))))),1
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,0.167867,5,317,0,80,CONVERGED,BUDGET EXHAUSTED,(sin(x) + cos(x)),nan
3.1,Phase 3: f(x) = sinh(x),0.000000,5.936938,4,1,0,0,CONVERGED,BUDGET EXHAUSTED,sinh((1.0 * x)),x
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,2,,0,100,CONVERGED,TIMEOUT,atan(x),TIMEOUT
3.3,Phase 3: f(x) = x^x,FAIL,2.029456,,189,100,99,TIMEOUT,BUDGET EXHAUSTED,TIMEOUT,exp(x) - log(-log(-2*exp(x) - log(1/(exp(2*exp(E)/x) - exp(exp(E)/x)*log(exp(x) - log(exp(x) - 1)))) + exp(exp(x))/(exp(x) - log(exp(x) - log(exp(exp(x)) - log(exp(exp(E)/x)/(exp(exp(E)/x) - log(-log(-1 + exp(E)) + exp(exp(exp(exp(E)/x))/(-log(exp(x) - log(-log(1/(-x + exp(x))))) + exp(exp(x))/(-log(exp(x) - log(exp(x) - log(exp(x) - log(x)))) + exp(-x)*exp(exp(x)))))/(exp(exp(x)) - log(exp(exp(exp(x))/(exp(x) - log(-log(-x + exp(x)) + exp(exp(exp(E)/x))/(-exp(x) - log(1/(exp(x) - log(exp(x) - log(E - log(x))))) + E))))/(-log(-log(x) + exp(E)) + exp(exp(x))/(exp(exp(E)/x) - log(-exp(x) - log(1/(-x + exp(x))) + exp(exp(E))/(-log(exp(-exp(exp(x))/(exp(x) - log(x)))) - E + exp(exp(x))/(exp(x) - log(exp(x) - log(exp(x) - 1)))))))))))))))) + exp(E))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000007,0.081612,33,307,90,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(exp(1.0) / ((log((((exp(x) / exp(((1.0 + log(exp(log((exp((1.0 / 1.0)) + 1.0))))) / 1.0))) + exp(exp(1.0))) - x)) / exp(x)) + exp(1.0))),E - log(-log(-log(1/(exp(exp(E)/x)*exp(exp(E)/(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(exp(x) - log(exp(exp(3*E)/(-exp(exp(E)/(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(-log(E - log(x)) + exp(E))))) - log(x)))*exp(exp(E)/(exp(exp(E)/(-log(E - log(-1 + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))*log(-log(-log(-1 + E) + exp(exp(E))) + exp(E)) + exp(exp(E)/x)*exp(exp(E)/(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(-log(E - log(x)) + exp(E))))) - log(x)))*exp(exp(E)/(exp(exp(E)/(-log(E - log(-1 + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))/(E - log(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(-1 + exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(exp(x) - log(E - log(x)))))))) - log(x))))) - log(x)))))) - log(x)))*exp(2*exp(E)/(exp(exp(E)/(-log(E - log(-log(E - log(x)) + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))/(-1 + E) - exp(exp(E)/(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(exp(x) - log(exp(exp(3*E)/(-exp(exp(E)/(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(-log(E - log(x)) + exp(E))))) - log(x)))*exp(exp(E)/(exp(exp(E)/(-log(E - log(-1 + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))*log(-log(-log(-1 + E) + exp(exp(E))) + exp(E)) + exp(exp(E)/x)*exp(exp(E)/(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(-log(E - log(x)) + exp(E))))) - log(x)))*exp(exp(E)/(exp(exp(E)/(-log(E - log(-1 + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))/(E - log(exp(exp(E)/(exp(exp(E)/x)/(-1 + E) - log(-1 + exp(E)/(exp(exp(E)/x)/(-1 + E) - log(E - log(exp(x) - log(E - log(x)))))))) - log(x))))) - log(x)))))) - log(x)))*exp(2*exp(E)/(exp(exp(E)/(-log(E - log(-log(E - log(x)) + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))*log(-log(-log(E - log(exp(exp(E)/(-log(x) + exp(E))))) + exp(exp(E))) + exp(E)))) - exp(E) - 3*E + exp(E)/(E - log(-log(E - log(E - log(exp(exp(E)/(-log(E - log(-1 + exp(E))) + exp(exp(E)/x)/(E - log(x)))) - log(x)))) + exp(E)))) + exp(E))
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,448.760326,25,311,0,99,CONVERGED,BUDGET EXHAUSTED,(((1.0 - ((1.0 - (x - 1.0)) * (x / 1.0))) * (((1.0 - 1.0) * 1.0) + (x * 1.0))) - (x - x)),exp(exp(exp(exp(exp(exp(exp(x))/(exp(x) - log(x)))/(-x + exp(E)/x))/(exp(exp(exp(exp(x))/x)) - log(-exp(x) - log(1/(-exp(x) - log(1/(exp(x) - log(x))) + exp(exp(x))/(exp(exp(exp(exp(exp(exp(-x)*exp(exp(x)))/(-x + exp(E)/x))/(exp(exp(exp(exp(x))/x)) - log(-exp(x) - log(1/(exp(x) - log(x))) + exp(exp(exp(exp(exp(x))/(exp(x) - log(x)))/(-x + exp(E)/x)))/(exp(x) - log(x)))))/(-log(exp(x) - log(-exp(exp(exp(x)))/log(1/x) - log(exp(x) - log(-log(E - log(exp(x) - log(x))) + exp(exp(x))/x)))) + exp(-x)*exp(exp(exp(exp(x)))/x)))/(-log(-exp(x) + exp(exp(x))) + exp(exp(x))/(-exp(x) - log(1/x) + E))) - log(E - log(-x + exp(E)))))) + exp(exp(exp(exp(x))))/(exp(x) - log(x)))))/(-log(x) + exp(-x)*exp(exp(x))))/(-log(-exp(x) + exp(exp(x))) + exp(exp(x))/(-exp(x) - log(1/x) + E))) - log(exp(exp(exp(exp(exp(exp(-x)*exp(exp(x)))/(-x + exp(E)/x))/(exp(exp(exp(exp(x)))) - log(-exp(x) - log(1/(E - log(-log(x) + exp(exp(x))/x))) + exp(exp(exp(exp(exp(x))/(exp(x) - log(x)))/(-x + exp(E)/x)))/(exp(x) - log(x)))))/(exp(exp(exp(exp(x))/x)) - log(-x + exp(exp(exp(exp(exp(x))/(exp(x) - log(x)))/(-x + exp(E)/x)))/(exp(x) - log(x)))))/(-log(-exp(x) + exp(exp(x))) + exp(exp(x))/(-exp(x) - log(1/x) + E))) - log(E - log(-x + exp(E))))
