generation,best_fitness,median_tree_size
0,0.637979,14
1,0.509642,10
2,0.413586,11
3,0.413586,14
4,0.413586,14
5,0.413586,14
6,0.413586,14
7,0.413586,14
8,0.413586,16
9,0.413586,19
10,0.413586,26
11,0.413586,26
12,0.413586,25
13,0.413586,26
14,0.410703,29
15,0.410703,37
16,0.410703,36
17,0.410703,37
18,0.410703,38
19,0.402258,37
20,0.402258,34
21,0.402258,33
22,0.402258,33
23,0.402258,33
24,0.40178,33
25,0.385306,33
26,0.385306,33
27,0.385306,33
28,0.385306,34
29,0.385306,34
30,0.385306,34
31,0.351359,36
32,0.351359,37
33,0.351359,44
34,0.351359,45
35,0.351359,45
36,0.351359,45
37,0.351359,45
38,0.345443,45
39,0.345443,45
40,0.345443,45
41,0.345443,45
42,0.345443,47
43,0.345443,47
44,0.328759,47
45,0.328759,47
46,0.328759,47
47,0.328759,45
48,0.328759,45
49,0.328759,46
50,0.328759,47
51,0.328759,45
52,0.328759,45
53,0.328759,44
54,0.328759,44
55,0.328759,43
56,0.328759,44
57,0.328759,43
58,0.328759,43
59,0.328759,44
60,0.321327,45
61,0.321327,45
62,0.321327,46
63,0.321327,46
64,0.321327,46
65,0.321327,46
66,0.321327,46
67,0.321327,46
68,0.321327,46
69,0.321327,46
70,0.321327,46
71,0.321327,46
72,0.321327,46
73,0.321327,46
74,0.321327,46
75,0.321327,46
76,0.321327,46
77,0.321327,46
78,0.321327,46
79,0.321327,45
80,0.321327,45
81,0.321327,46
82,0.321327,46
83,0.321327,45
84,0.321327,46
85,0.321327,46
86,0.321327,46
87,0.321327,45
88,0.321327,46
89,0.321327,46
90,0.321327,46
91,0.321327,46
92,0.321327,46
93,0.321327,46
94,0.321327,45
95,0.321327,46
96,0.321327,45
97,0.321327,45
98,0.321327,46
99,0.311282,46
