generation,best_fitness,median_tree_size
0,3.285698,24
1,3.285698,13
2,3.285698,16
3,3.285698,19
4,1.223059,23
5,1.223059,26
6,1.223059,29
7,1.223059,30
8,1.223059,32
9,1.223059,31
10,1.033707,33
11,1.033707,37
12,0.628387,40
13,0.511516,43
14,0.226448,47
15,0.105098,51
16,0.105098,58
17,0.105098,58
18,0.071174,43
19,0.071174,41
20,0.071174,41
21,0.071174,41
22,0.071174,42
23,0.071174,42
24,0.071174,41
25,0.040841,41
26,0.040841,41
27,0.040841,41
28,0.040841,41
29,0.040841,41
30,0.040841,41
31,0.040841,41
32,0.040841,44
33,0.040841,45
34,0.040841,44
35,0.040841,45
36,0.040841,45
37,0.040841,46
38,0.032749,45
39,0.032749,47
40,0.032749,46
41,0.032749,46
42,0.032749,45
43,0.026227,46
44,0.026227,48
45,0.026227,49
46,0.026227,49
47,0.026227,49
48,0.026227,49
49,0.026227,49
50,0.026227,49
51,0.026227,49
52,0.026227,49
53,0.026227,49
54,0.026227,49
55,0.026227,49
56,0.026227,49
57,0.026227,49
58,0.026227,49
59,0.026227,50
60,0.026227,49
61,0.026227,50
62,0.026227,49
63,0.026227,50
64,0.026227,49
65,0.026227,49
66,0.026227,50
67,0.026227,49
68,0.026227,49
69,0.026227,50
70,0.026227,50
71,0.026227,50
72,0.026227,50
73,0.026227,50
74,0.026227,50
75,0.026227,50
76,0.026227,50
77,0.026227,51
78,0.026227,54
79,0.026227,54
80,0.026227,54
81,0.026227,52
82,0.026227,54
83,0.023876,54
84,0.023876,54
85,0.023876,54
86,0.023876,54
87,0.023876,46
88,0.023876,42
89,0.023876,40
90,0.023876,40
91,0.023876,40
92,0.023876,40
93,0.023876,40
94,0.023876,40
95,0.023876,42
96,0.023876,42
97,0.023876,42
98,0.023876,43
99,0.023876,44
