generation,best_fitness,median_tree_size
0,1.725822,23
1,1.725822,13
2,1.465949,20
3,1.233264,23
4,0.089589,25
5,0.089589,29
6,0.089589,35
7,0.059764,42
8,0.059764,43
9,0.002288,42
10,0.001092,34
11,0.001092,32
12,0.000315,30
13,0.000195,32
14,7.8e-05,33
15,4.5e-05,34
16,2.4e-05,35
17,5e-06,35
18,5e-06,38
19,4e-06,41
20,4e-06,41
21,4e-06,44
22,4e-06,45
23,4e-06,46
24,4e-06,49
25,4e-06,49
26,4e-06,50
27,4e-06,48
28,4e-06,46
29,4e-06,45
30,4e-06,46
31,4e-06,49
32,4e-06,49
33,4e-06,46
34,4e-06,47
35,4e-06,46
36,4e-06,46
37,4e-06,48
38,4e-06,47
39,4e-06,48
40,4e-06,51
41,4e-06,53
42,4e-06,54
43,4e-06,54
44,4e-06,53
45,4e-06,55
46,4e-06,54
47,4e-06,52
48,4e-06,53
49,4e-06,53
50,4e-06,53
51,4e-06,54
52,4e-06,55
53,4e-06,56
54,4e-06,57
55,4e-06,58
56,4e-06,56
57,4e-06,53
58,4e-06,57
59,4e-06,60
60,4e-06,54
61,4e-06,59
62,4e-06,58
63,4e-06,65
64,4e-06,67
65,4e-06,67
66,4e-06,67
67,4e-06,67
68,4e-06,65
69,4e-06,67
