generation,best_fitness,median_tree_size
0,0.349264,29
1,0.349264,14
2,0.291525,21
3,0.232825,25
4,0.232825,28
5,0.232825,30
6,0.146005,33
7,0.146005,33
8,0.146005,33
9,0.029902,36
10,0.029902,39
11,0.029902,46
12,0.029902,46
13,0.029902,46
14,0.029902,47
15,0.001719,50
16,0.00025,55
17,0.00025,55
18,0.00025,52
19,0.000227,45
20,2.8e-05,47
21,2.8e-05,48
22,2.8e-05,53
23,2.8e-05,53
24,2.8e-05,55
25,2.8e-05,55
26,1.1e-05,56
27,1.1e-05,57
28,1.1e-05,61
29,1.1e-05,64
30,1.1e-05,67
31,1.1e-05,64
32,1.1e-05,61
33,1.1e-05,64
34,1.1e-05,64
35,1.1e-05,66
36,1.1e-05,65
37,1.1e-05,66
38,1.1e-05,63
39,1.1e-05,65
40,1.1e-05,63
41,1.1e-05,63
42,1.1e-05,66
43,1.1e-05,68
44,1.1e-05,63
45,1.1e-05,64
46,1.1e-05,64
47,1.1e-05,64
48,1.1e-05,64
49,1.1e-05,67
50,1.1e-05,65
51,1.1e-05,67
52,1.1e-05,67
53,1.1e-05,63
54,1.1e-05,65
55,1.1e-05,62
56,1.1e-05,62
57,1.1e-05,61
58,1.1e-05,60
59,1.1e-05,63
60,1.1e-05,62
61,1.1e-05,64
62,1.1e-05,65
63,1.1e-05,67
64,1.1e-05,67
65,1.1e-05,62
66,1.1e-05,65
67,1e-05,65
68,1e-05,63
69,1e-05,67
70,1e-05,70
71,1e-05,72
72,1e-05,72
73,1e-05,72
74,1e-05,72
75,1e-05,72
76,1e-05,68
77,1e-05,71
78,1e-05,67
79,1e-05,66
80,1e-05,66
81,1e-05,65
82,1e-05,74
83,1e-05,71
84,1e-05,72
85,9e-06,69
86,9e-06,68
87,9e-06,68
88,9e-06,70
89,9e-06,74
90,9e-06,70
91,9e-06,69
92,9e-06,69
93,9e-06,71
94,9e-06,71
95,9e-06,69
96,9e-06,73
97,9e-06,71
98,9e-06,71
99,9e-06,73
100,9e-06,69
101,9e-06,71
102,9e-06,71
103,9e-06,71
104,9e-06,76
105,9e-06,78
106,9e-06,79
107,9e-06,75
108,9e-06,75
109,9e-06,73
110,9e-06,69
111,9e-06,72
112,9e-06,73
113,9e-06,73
114,9e-06,74
115,7e-06,75
116,7e-06,79
117,7e-06,82
118,7e-06,82
119,7e-06,81
120,7e-06,83
121,7e-06,81
122,7e-06,78
123,7e-06,79
124,7e-06,80
125,7e-06,79
126,7e-06,80
127,7e-06,80
128,7e-06,80
129,7e-06,81
130,7e-06,80
131,7e-06,83
132,7e-06,82
133,7e-06,85
134,7e-06,79
135,7e-06,79
136,7e-06,81
137,7e-06,82
138,7e-06,81
139,7e-06,82
140,7e-06,83
141,7e-06,84
142,7e-06,82
143,7e-06,81
144,7e-06,82
145,7e-06,79
146,7e-06,80
147,7e-06,79
148,7e-06,80
149,7e-06,79
150,7e-06,80
151,7e-06,82
152,7e-06,79
153,7e-06,79
154,7e-06,77
155,7e-06,80
156,7e-06,84
157,7e-06,85
158,7e-06,82
159,7e-06,81
160,7e-06,83
161,7e-06,84
162,7e-06,84
163,7e-06,82
164,7e-06,82
165,7e-06,80
