generation,best_fitness,median_tree_size
0,826.073344,63
1,814.614314,185
2,809.178611,255
3,808.870424,133
4,795.908079,147
5,795.908079,143
6,791.869274,135
7,791.869274,141
8,739.551965,143
9,739.551965,147
10,660.507424,151
11,660.507424,153
12,652.248023,155
13,652.248023,161
14,540.838114,175
15,521.244252,177
16,518.287368,175
17,517.976737,171
18,502.228829,173
19,492.620284,175
20,418.666508,171
21,418.666508,175
22,408.196169,179
23,408.196169,177
24,393.994565,177
25,393.994565,179
26,323.95168,185
27,322.84474,189
28,279.057874,191
29,279.057874,193
30,268.646638,199
31,268.622528,195
32,264.901666,173
33,252.297225,179
34,252.297225,173
35,252.297225,177
36,252.297225,179
37,249.633545,169
38,249.633545,187
39,249.633545,195
40,245.413718,195
41,245.412062,199
42,245.412062,197
43,245.412062,193
44,239.510156,203
45,239.510156,195
46,237.44661,193
47,237.44661,193
48,237.44661,189
49,237.44661,191
50,237.44661,191
51,237.44661,195
52,236.069319,199
53,236.069319,195
54,236.069319,197
55,236.069319,197
56,233.388501,195
57,233.388501,191
58,230.44749,189
59,230.44749,193
60,230.44749,191
61,230.44749,191
62,230.44749,193
63,230.44749,193
64,230.44749,201
65,230.44749,203
66,230.44749,199
67,230.44749,197
68,230.231641,205
69,230.231641,219
70,228.863564,199
71,227.988145,203
72,227.988145,199
73,227.988145,199
74,224.843084,195
75,224.843084,195
76,224.843084,197
77,224.843084,201
78,224.181916,203
79,224.181916,199
80,224.181916,203
81,224.181916,201
82,224.181916,205
83,224.181916,203
84,221.778328,203
85,221.778328,203
86,218.91268,207
87,218.91268,209
88,218.91268,213
89,218.91268,215
90,218.91268,215
91,218.91268,215
92,218.91268,219
93,218.91268,219
94,218.91268,221
95,218.91268,221
96,218.91268,223
97,218.91268,223
98,218.91268,223
99,218.91268,223
100,218.128056,231
101,218.128056,231
102,218.128056,229
103,218.128056,229
104,218.128056,239
105,218.128056,239
106,218.128056,231
107,218.128056,239
108,218.128056,231
109,218.128056,231
110,218.128056,233
111,218.128056,233
112,218.128056,233
113,218.128056,233
114,218.128056,235
115,218.128056,233
116,218.128056,233
117,218.128056,233
118,218.128056,233
119,218.128056,235
120,218.128056,237
121,218.128056,241
122,218.128056,241
123,218.128056,241
124,218.128056,247
125,218.128056,253
126,218.128056,253
127,218.128056,253
128,218.128056,253
129,218.128056,253
130,218.128056,255
131,218.128056,255
132,218.128056,259
133,218.128056,265
134,218.128056,265
135,218.128056,265
136,218.128056,265
137,218.128056,271
138,218.128056,265
139,218.128056,273
140,218.128056,261
141,218.128056,265
142,215.658608,261
143,215.658608,267
144,215.658608,259
145,215.658608,261
146,215.658608,259
147,215.658608,261
148,215.658608,261
149,215.658608,263
150,215.658608,263
151,215.658608,269
152,215.658608,265
153,215.658608,269
154,215.658608,277
155,215.658608,283
156,215.658608,283
157,215.658608,287
158,215.658608,285
159,215.658608,285
160,215.658608,285
