generation,best_fitness,median_tree_size
0,0.527528,13
1,0.509827,10
2,0.375864,12
3,0.375864,15
4,0.375864,19
5,0.375864,19
6,0.375864,19
7,0.375864,18
8,0.375864,19
9,0.375864,20
10,0.354024,19
11,0.354024,21
12,0.328128,21
13,0.328128,23
14,0.328128,23
15,0.328128,22
16,0.328128,23
17,0.328128,23
18,0.328128,24
19,0.327722,25
20,0.327722,26
21,0.327722,26
22,0.327722,28
23,0.327722,28
24,0.327722,29
25,0.327722,28
26,0.327722,28
27,0.327722,28
28,0.327722,28
29,0.327722,28
30,0.327722,28
31,0.327722,28
32,0.327722,29
33,0.327722,28
34,0.327722,29
35,0.327722,28
36,0.309409,29
37,0.309409,29
38,0.309409,29
39,0.309409,29
40,0.309409,28
41,0.309409,28
42,0.309409,29
43,0.309409,28
44,0.309409,29
45,0.309409,29
46,0.309409,30
47,0.309409,30
48,0.309409,32
49,0.309409,32
50,0.309409,32
51,0.309409,32
52,0.309409,32
53,0.309409,32
54,0.309409,33
55,0.309409,32
56,0.309409,33
57,0.309409,34
58,0.309409,35
59,0.309409,36
60,0.309409,36
61,0.309409,36
62,0.309409,35
63,0.309409,37
64,0.309409,37
65,0.309409,39
66,0.309409,38
67,0.309409,40
68,0.309409,40
69,0.309409,38
70,0.309409,35
71,0.309409,33
72,0.309409,33
73,0.309409,35
74,0.309409,34
75,0.309409,33
76,0.309409,35
77,0.309409,35
78,0.309409,36
79,0.309409,36
80,0.309409,39
81,0.309409,47
82,0.309409,50
83,0.309409,50
84,0.309409,51
85,0.309409,50
86,0.309409,50
