generation,best_fitness,median_tree_size
0,0.394794,15
1,0.394794,10
2,0.394794,14
3,0.394794,17
4,0.394794,19
5,0.394794,26
6,0.394794,21
7,0.394794,18
8,0.39095,19
9,0.382335,20
10,0.382335,19
11,0.345536,22
12,0.343474,29
13,0.343474,35
14,0.343474,37
15,0.343474,37
16,0.323562,37
17,0.313378,38
18,0.296857,37
19,0.296857,38
20,0.296857,37
21,0.296857,37
22,0.296857,36
23,0.296857,34
24,0.296857,33
25,0.296857,34
26,0.296857,33
27,0.296857,34
28,0.296857,33
29,0.296857,34
30,0.287,36
31,0.287,36
32,0.287,36
33,0.287,37
34,0.287,37
35,0.287,36
36,0.287,35
37,0.287,36
38,0.287,36
39,0.287,37
40,0.287,41
41,0.287,42
42,0.287,41
43,0.287,40
44,0.287,41
45,0.287,42
46,0.287,41
47,0.287,40
48,0.287,40
49,0.287,40
50,0.287,40
51,0.287,40
52,0.287,41
53,0.287,44
54,0.287,44
55,0.259808,44
56,0.259808,44
57,0.259808,44
58,0.259808,44
59,0.259808,44
60,0.259808,43
61,0.259808,43
62,0.258389,43
63,0.258389,44
64,0.258389,44
65,0.258389,45
66,0.258389,45
67,0.258389,45
68,0.258389,45
69,0.258389,43
70,0.258389,43
71,0.258389,45
72,0.258389,48
73,0.258389,48
74,0.258389,48
75,0.252264,46
76,0.252264,48
77,0.251039,48
78,0.251039,48
79,0.251039,49
80,0.251039,49
81,0.251039,49
82,0.251039,49
83,0.251039,49
84,0.251039,49
85,0.251039,49
86,0.251039,48
87,0.251039,48
88,0.251039,48
89,0.251039,49
90,0.25024,49
91,0.25024,48
92,0.25024,48
93,0.25024,48
94,0.25024,48
95,0.25024,48
96,0.25024,48
97,0.25024,48
98,0.25024,48
99,0.25024,48
100,0.25024,48
101,0.25024,48
102,0.25024,48
103,0.25024,48
104,0.25024,48
105,0.25024,48
106,0.25024,48
107,0.25024,48
108,0.25024,47
109,0.25024,47
110,0.25024,47
111,0.25024,47
112,0.25024,47
113,0.25024,47
114,0.25024,47
115,0.25024,47
116,0.25024,47
117,0.25024,47
118,0.25024,48
119,0.25024,47
120,0.25024,48
121,0.25024,47
122,0.25024,48
123,0.25024,47
124,0.25024,47
125,0.25024,47
126,0.25024,47
127,0.25024,47
128,0.25024,47
129,0.250233,47
130,0.250233,47
131,0.250233,47
132,0.250233,47
133,0.250233,47
134,0.250233,48
135,0.250233,48
136,0.248464,48
137,0.248464,48
138,0.248464,48
139,0.248464,48
140,0.248464,48
141,0.248464,47
142,0.248464,47
143,0.248464,47
144,0.243317,48
145,0.243317,48
146,0.243317,48
147,0.243317,48
148,0.243317,48
149,0.243317,48
150,0.243317,48
151,0.243317,48
152,0.243317,48
153,0.243317,48
154,0.243317,48
155,0.243317,48
156,0.239608,48
157,0.239608,48
158,0.239608,47
159,0.239608,47
160,0.239608,48
161,0.239608,48
162,0.239608,47
163,0.239608,47
164,0.239608,47
165,0.234147,47
166,0.234147,47
167,0.234147,47
168,0.234147,47
169,0.234147,47
170,0.234147,47
171,0.234147,47
172,0.234147,48
173,0.234147,47
174,0.234147,47
175,0.234147,47
176,0.234147,47
177,0.234147,47
178,0.234147,48
179,0.234147,48
180,0.234147,47
181,0.234147,47
182,0.234147,47
183,0.234147,47
184,0.234147,47
185,0.234147,47
186,0.234147,47
187,0.234147,47
188,0.234147,47
189,0.234147,47
190,0.234147,47
191,0.234147,47
192,0.231628,47
193,0.231628,47
194,0.231628,47
195,0.231628,47
196,0.231628,47
197,0.231628,47
198,0.231628,47
199,0.231628,49
200,0.231628,48
201,0.231628,48
202,0.231628,51
203,0.231628,51
204,0.231628,51
205,0.231628,55
206,0.231628,55
207,0.231628,55
208,0.231117,55
209,0.231117,55
210,0.231117,55
211,0.231117,55
212,0.231117,55
213,0.231117,55
214,0.231117,55
215,0.231117,55
216,0.231117,55
217,0.231117,55
218,0.231117,55
219,0.231117,55
220,0.231117,55
221,0.231117,55
222,0.231117,55
223,0.231117,55
224,0.231117,55
225,0.231117,55
226,0.231117,55
227,0.231117,55
228,0.231117,55
229,0.231117,55
230,0.231117,55
231,0.231117,55
232,0.231117,55
233,0.231117,55
234,0.231117,55
235,0.231117,55
236,0.231117,55
237,0.231117,55
238,0.231117,55
239,0.231117,55
240,0.231117,55
241,0.231117,55
242,0.231117,55
243,0.231117,55
244,0.231117,55
245,0.231117,55
246,0.231117,55
247,0.231117,55
248,0.231117,55
249,0.229672,55
250,0.229672,55
251,0.229672,55
252,0.229672,55
253,0.229672,55
254,0.229672,55
255,0.229672,55
256,0.229672,55
257,0.229672,53
258,0.229672,55
259,0.229672,55
260,0.229672,55
261,0.229672,55
262,0.229672,55
263,0.229672,55
264,0.229672,55
265,0.229672,56
266,0.229672,56
267,0.229672,56
268,0.229672,56
269,0.229672,56
270,0.229672,56
271,0.229672,56
272,0.229672,56
273,0.229672,56
274,0.229672,56
275,0.229672,57
276,0.229672,56
277,0.229672,56
278,0.229672,56
279,0.229672,57
280,0.229672,57
281,0.229672,57
282,0.229672,57
283,0.229672,56
284,0.229672,57
285,0.229672,57
286,0.229672,57
287,0.229672,57
288,0.225063,57
289,0.225063,57
290,0.225063,57
291,0.225063,57
292,0.225063,57
293,0.225063,57
294,0.225063,57
295,0.225063,57
296,0.225063,57
297,0.225063,57
298,0.221479,57
299,0.221479,57
300,0.221479,57
301,0.221479,57
302,0.221479,57
303,0.221479,59
304,0.221479,59
305,0.221479,59
306,0.221479,59
307,0.221479,59
308,0.221479,59
309,0.221479,59
310,0.221479,59
311,0.221479,59
312,0.221479,59
313,0.221479,59
314,0.221479,59
315,0.221479,59
316,0.221479,59
317,0.221479,59
318,0.221479,59
319,0.221479,59
320,0.221479,59
321,0.221479,59
322,0.221479,59
323,0.221479,59
324,0.221479,59
325,0.221479,60
326,0.221479,59
327,0.221479,59
328,0.221479,59
329,0.212953,59
330,0.212953,59
331,0.212953,60
332,0.212953,59
333,0.212953,59
334,0.212953,59
335,0.212953,58
336,0.212953,57
337,0.212953,57
338,0.212953,59
339,0.212953,60
340,0.212953,59
341,0.212953,61
342,0.212953,61
343,0.212953,61
344,0.212953,61
345,0.212953,61
346,0.212953,61
347,0.212953,58
348,0.212953,61
349,0.212953,61
350,0.212953,57
351,0.212953,57
352,0.212953,57
353,0.212953,57
354,0.212953,57
355,0.212953,57
356,0.212953,57
357,0.212953,57
358,0.212953,57
359,0.212953,57
360,0.212953,57
361,0.212953,57
362,0.212953,57
363,0.212953,57
364,0.212953,57
365,0.212953,57
366,0.212953,57
367,0.212953,57
368,0.212953,56
369,0.212953,57
370,0.212953,57
371,0.212953,57
372,0.212953,57
373,0.212953,57
374,0.212953,57
375,0.212953,57
376,0.212953,57
377,0.212953,57
378,0.212953,57
379,0.212953,57
