generation,best_fitness,median_tree_size
0,0.222234,27
1,0.193743,18
2,0.12475,25
3,0.12475,33
4,0.12475,40
5,0.044143,40
6,0.021881,38
7,0.011638,39
8,0.010115,40
9,0.00793,46
10,0.003759,48
11,0.003759,45
12,0.003759,40
13,0.003759,36
14,0.001693,31
15,0.001693,45
16,0.001693,47
17,0.001693,47
18,0.001693,47
19,0.001693,50
20,0.000684,50
21,0.000684,50
22,0.000684,50
23,0.000684,50
24,0.000684,50
25,0.000684,50
26,0.000684,52
27,0.000684,52
28,0.000684,52
29,0.000684,52
30,0.000684,52
31,0.000684,52
32,0.000684,52
33,0.000684,52
34,0.000684,52
35,0.000684,52
36,0.000684,52
37,0.000684,52
38,0.000684,52
39,0.000684,52
40,0.000684,52
41,0.000684,52
42,0.000684,52
43,0.000684,52
44,0.000684,52
45,0.000684,52
46,0.000684,52
47,0.000684,52
48,0.000684,52
49,0.000684,52
50,0.000684,52
51,0.000684,52
52,0.000684,52
53,0.000684,52
54,0.000684,52
55,0.000684,52
56,0.000684,52
57,0.000684,52
58,0.000684,52
59,0.000684,52
60,0.000684,52
61,0.000684,52
62,0.000684,52
63,0.000684,52
64,0.000684,52
65,0.000684,52
66,0.000684,52
67,0.000649,52
68,0.000649,52
69,0.000649,52
70,0.000649,52
71,0.000649,52
72,0.000649,52
73,0.000649,52
74,0.000649,52
75,0.000538,52
76,0.000538,50
77,0.000538,50
78,0.000538,50
79,0.000472,50
80,0.000472,50
81,0.000472,50
82,0.000472,50
83,0.000442,50
84,0.000442,49
85,0.000442,49
86,0.000442,49
87,0.000442,49
88,0.000442,50
89,0.000442,50
90,0.000442,50
91,0.000442,50
92,0.000442,50
93,0.000442,50
94,0.000442,50
95,0.000442,50
96,0.000442,50
97,0.000442,50
98,0.000442,50
99,0.000442,50
100,0.000442,50
101,0.000442,50
102,0.000442,50
103,0.000442,50
104,0.000442,50
105,0.000442,50
106,0.000442,50
107,0.000442,50
108,0.000442,50
109,0.000442,50
110,0.000442,50
111,0.000442,50
112,0.000442,50
113,0.000442,50
114,0.000442,50
115,0.000442,50
116,0.000442,50
117,0.000442,50
118,0.000442,50
119,0.000442,50
120,0.000442,50
121,0.000442,50
122,0.000442,50
123,0.000442,50
124,0.000442,50
125,0.000442,50
126,0.000442,50
127,0.000442,50
128,0.000442,50
129,0.000442,50
130,0.000442,50
131,0.000442,50
132,0.000442,50
133,0.000442,50
