generation,best_fitness,median_tree_size
0,1.260843,14
1,1.143971,10
2,1.002843,13
3,0.931424,16
4,0.931424,21
5,0.751335,23
6,0.494668,18
7,0.494668,20
8,0.494668,22
9,0.494668,25
10,0.494668,24
11,0.494668,26
12,0.494668,29
13,0.494668,30
14,0.48884,30
15,0.48884,31
16,0.48884,30
17,0.486874,30
18,0.485051,33
19,0.482969,24
20,0.482969,33
21,0.482969,24
22,0.482969,34
23,0.420719,37
24,0.420719,35
25,0.420719,40
26,0.420719,38
27,0.420719,39
28,0.420719,39
29,0.419688,39
30,0.418619,40
31,0.418619,41
32,0.418619,41
33,0.418619,41
34,0.418619,40
35,0.412829,39
36,0.412829,39
37,0.412829,38
38,0.412829,40
39,0.412829,45
40,0.412829,48
41,0.412829,48
42,0.412829,46
43,0.412829,44
44,0.412829,43
45,0.412829,42
46,0.412829,40
47,0.412829,37
48,0.412829,35
49,0.412829,35
50,0.412829,38
51,0.412829,38
52,0.412829,38
53,0.412829,37
54,0.409721,33
55,0.409721,33
56,0.409721,34
57,0.409721,38
58,0.409721,38
59,0.409721,38
60,0.409721,39
61,0.409721,39
62,0.409721,41
63,0.405266,40
64,0.400763,40
65,0.400763,41
66,0.400763,41
67,0.400763,41
68,0.400763,41
69,0.400763,41
70,0.400763,43
71,0.390337,41
72,0.390337,43
73,0.390337,47
74,0.390337,47
75,0.390337,44
76,0.389143,43
77,0.389143,43
78,0.389143,43
79,0.388211,43
80,0.388211,42
81,0.387481,43
82,0.387481,43
83,0.387481,43
84,0.387481,44
85,0.387481,43
86,0.386199,43
87,0.386199,43
88,0.386199,43
89,0.386199,43
90,0.386199,44
91,0.386199,47
92,0.385122,45
93,0.385122,48
94,0.384972,51
95,0.37661,51
96,0.37661,51
97,0.37661,51
98,0.37661,51
99,0.37661,53
