generation,best_fitness,median_tree_size
0,0.734039,14
1,0.52032,10
2,0.52032,11
3,0.52032,14
4,0.52032,16
5,0.52032,16
6,0.221407,18
7,0.221407,20
8,0.221407,21
9,0.221407,21
10,0.221407,21
11,0.221407,23
12,0.221407,24
13,0.221407,22
14,0.190067,22
15,0.190067,21
16,0.170915,20
17,0.170915,22
18,0.170915,25
19,0.170915,29
20,0.170915,34
21,0.167454,36
22,0.167454,35
23,0.167454,36
24,0.167454,35
25,0.167454,36
26,0.167454,35
27,0.167454,35
28,0.167454,35
29,0.139201,35
30,0.139201,35
31,0.139201,35
32,0.139201,36
33,0.120619,36
34,0.100087,37
35,0.06008,37
36,0.06008,37
37,0.06008,37
38,0.06008,37
39,0.059678,38
40,0.056424,38
41,0.056424,38
42,0.056424,38
43,0.056424,38
44,0.056424,38
45,0.056424,38
46,0.053539,38
47,0.053539,39
48,0.053539,39
49,0.053539,39
50,0.053539,40
51,0.043263,41
52,0.043263,43
53,0.041965,44
54,0.041965,44
55,0.039344,44
56,0.039344,44
57,0.039344,44
58,0.036107,45
59,0.02706,49
60,0.02706,52
61,0.02706,52
62,0.02706,52
63,0.02706,52
64,0.02706,54
65,0.023782,61
66,0.023782,66
67,0.023782,69
68,0.023782,69
69,0.023782,70
70,0.023782,70
71,0.023782,69
72,0.012545,68
73,0.012545,66
74,0.012545,66
75,0.012545,66
76,0.008958,67
77,0.008958,67
78,0.008958,67
79,0.008958,67
80,0.008958,67
81,0.008958,67
82,0.006709,70
83,0.006709,72
84,0.006511,72
85,0.006511,74
86,0.006511,75
87,0.006215,74
88,0.006215,74
89,0.006215,73
90,0.006215,73
91,0.006215,74
92,0.006215,74
93,0.006215,76
94,0.006215,77
95,0.006215,77
96,0.006215,77
97,0.006215,78
98,0.005746,78
99,0.005746,79
