Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000000,2,7,0,0,CONVERGED,CONVERGED,log(x),exp(x) - log(exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.112059,3,1,0,10,CONVERGED,BUDGET EXHAUSTED,(x1 + x2),x1
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000009,0.217497,175,295,50,199,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(sin(x) + sin(((cos(cos(cos(cos(cos((cos(cos(x)) - sin((cos(cos(cos((cos(cos((cos(sin(x)) - 1.0))) - 1.0)))) + 1.0)))))))) - x) + cos(cos(cos((cos(sin(cos(sin((sin(sin(sin(x))) + sin((((sin(x) + sin((cos(cos(cos(cos((cos(cos(sin((sin(x) + cos((cos(cos(x)) - 1.0)))))) - (cos(cos(cos(cos((1.0 - x))))) + 1.0)))))) + 1.0))) - (cos(sin(x)) - (cos(sin(cos(((sin(x) + sin((cos(cos(cos(cos(cos((sin(x) - sin((sin(sin((cos(cos(cos(cos(sin((cos(cos(cos(cos((cos(cos(x)) - x))))) + 1.0)))))) + 1.0))) + cos((cos(cos(cos((cos(cos(cos(cos((cos(sin((cos(cos(cos(cos(sin((cos(cos(cos(cos((cos(cos(x)) - x))))) + 1.0)))))) + 1.0))) - 1.0))))) - cos(1.0))))) - 1.0)))))))))) + 1.0))) - (cos(sin(x)) - (sin(x) + cos(1.0))))))) + cos(1.0)))) + 1.0))))))) + (1.0 + sin(1.0))))))))),exp(exp(exp(exp(x)))/(exp(exp(-x)*exp(exp(E)/x)) - log(-log(exp(exp(exp(exp(x)))/(exp(x) - log(x)))/(exp(exp(x)) - log(-log(x) + exp(exp(x))/(exp(exp(x)) - log(-log(exp(exp(x)) - log(-exp(exp(exp(-x)*exp(exp(exp(x))/x))/x)*exp(-exp(exp(exp(x)))/(-log(x) + exp(exp(x))/(exp(exp(x)) - log(-log(-log(-log(-log(x) + exp(exp(-x)*exp(exp(E)/x))/x) + exp(exp(x))/(-log(exp(exp(E)/x)/(-log(-log(x) + exp(exp(E))) + exp(exp(exp(exp(exp(x))/x)/(exp(x) - log(E - log(x))))/x)/(exp(exp(x)) - log(exp(x) - log(E - log(E - log(x))))))) + exp(E)/x)) + exp(exp(x))/x) + exp(-x)*exp(exp(exp(E)/x)/(exp(x) - log(x)))))))*log(-log(x) + exp(exp(E))) - log(x) + exp(exp(exp(-x)*exp(exp(exp(x))/x))/x)*exp(-exp(exp(exp(x)))/(-log(x) + exp(exp(x))/(exp(exp(x)) - log(-log(-log(-log(-log(x) + exp(exp(-x)*exp(exp(E)/x))/x) + exp(exp(x))/(-log(exp(exp(E)/x)/(-log(-log(x) + exp(exp(E))) + exp(exp(exp(exp(exp(x))/x)/(exp(x) - log(E - log(x))))/x)/(exp(exp(x)) - log(exp(x) - log(E - log(E - log(x))))))) + exp(E)/x)) + exp(exp(x))/x) + exp(-x)*exp(exp(exp(E)/x)/(exp(x) - log(x)))))))*exp(exp(-x)*exp(exp(exp(-x)*exp(exp(exp(exp(x))/x)/(exp(x) - log(x))))/(exp(x) - log(exp(exp(x)) - log(-1 + exp(exp(-x)*exp(exp(E)/x))/(exp(x) - log(-log(x) + exp(exp(x))/(exp(exp(exp(x))/x) - log(-log(exp(exp(x)) - log(-log(x) + exp(-x)*exp(exp(exp(x))/x))) + exp(exp(exp(exp(x))/(exp(exp(exp(x))/x) - log(-log(exp(exp(x)) - log(-log(x) + exp(-x)*exp(exp(x)))) + exp(exp(exp(exp(x))/x)/(exp(x) - log(x)))/x)))/(-log(x) + exp(exp(exp(x))/x)/(-log(x) + exp(exp(x))/x)))/x)))))))))/x)) + exp(-x)*exp(exp(exp(exp(x))/x)/(-log(x) + exp(exp(x))/x))))))) + exp(exp(x))/x)))/(-log(x) + exp(exp(x))/(-log(exp(x) - log(exp(exp(x)) - log(x))) + exp(E)))
3.1,Phase 3: f(x) = sinh(x),0.000000,5.055986,2,1,0,0,CONVERGED,BUDGET EXHAUSTED,sinh(x),x
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,4,,0,200,CONVERGED,TIMEOUT,atan((x / 1.0)),TIMEOUT
3.3,Phase 3: f(x) = x^x,FAIL,1.335100,,627,200,199,TIMEOUT,BUDGET EXHAUSTED,TIMEOUT,exp(x) - log(E - log(exp(x) - log(-log(-log(-log(E - x) + exp(exp(x))/(exp(x) - log(1/x) - E)) + exp(exp(x))/(E - log(exp(x) - log(x)))) + exp(exp(x))/(E - log(-log(-log(exp(x) - log(-log(E - log(x)) + exp(E)/(E - log(exp(x) - log(x))))) - exp(E)*exp(-exp(E)/(exp(x) - log(-x + exp(x) - log(-log(-log(x) + exp(E)*exp(-x)) + exp(E)/(E - log(exp(x) - log(E - log(E - log(-log(x) + exp(E))))))))))*log(exp(x) - log(exp(x) - log(x*exp(-exp(exp(E)/(E - log(x)))/(E - x))*exp(exp(x)) - log(E - log(-log(E - log(-log(-log(-log(E - log(x)) + exp(E)/(E - log(exp(x) - log(E - log(E - log(-1 + exp(E)/(exp(x) - log(-log(E - log(-log(-log(E - log(E - log(x))) + exp(E)/(E - log(E - log(exp(x) - log(-exp(exp(exp(E)/(E - log(x)))/log(1/x))*exp(exp(x))*log(x) + E*exp(exp(exp(E)/(E - log(x)))/log(1/x))*exp(exp(x)) - log(-log(exp(x) - log(-log(x) - exp(E)/log(1/(E - log(x))))) + exp(E)/(E - log(E - log(E - log(-1 + exp(E)/(exp(x) - log(-log(x) + exp(exp(E)/x)/(E - log(exp(x) - log(x))))))))))))))) + exp(E)/(E - log(E - log(E - log(exp(x) - log(-log(-x*exp(-exp(exp(E)/(E - log(x)))/(-log(E - log(-log(x) + exp(E)/x)) + exp(E)/x))*exp(exp(x)) - log(-log(exp(x) - log(-log(x) + exp(E)/(E - log(-log(exp(x) - log(-log(exp(x) - log(-log(exp(x) - log(x)) + exp(E)/(E - log(-log(E - log(E - log(x))) + exp(E)/(E - log(x)))))) + exp(E)/(E - log(E - log(E - x))))) + exp(E)/(E - log(x)))))) + exp(E)/(E - log(E - log(E - x)))) + E*exp(-exp(exp(E)/(E - log(x)))/(-log(E - log(-log(x) + exp(E)/x)) + exp(E)/x))*exp(exp(x))) + exp(exp(E)/(E - log(E - log(exp(x) - log(-x*exp(-exp(exp(E)/(E - log(x)))/(E - x))*exp(exp(x)) - log(-log(exp(x) - log(-log(x) + exp(E)/(E - log(-log(exp(x) - log(-log(exp(x) - log(-log(exp(x) - log(x)) + exp(E)/(E - log(-log(E - x) + exp(E)/(E - log(x)))))) + exp(E)/(E - log(-log(-log(E - log(-log(x) + exp(E)/x)) + exp(E)/x) + exp(E)/(E - log(x)))))) + exp(E)/(E - log(x)))))) + exp(E)/(E - log(E - log(E - x)))) + E*exp(-exp(exp(E)/(E - log(x)))/(E - x))*exp(exp(x)))))))/(E - log(E - log(x)))))))))) + exp(exp(E)/x)/(E - log(-log(x) + exp(E)/x)))))))))) + exp(E)/(exp(x) - log(-x + exp(x) - log(-log(-log(x) + exp(E)*exp(-x)) + exp(E)/(E - log(exp(x) - log(E - log(E - log(-log(x) + exp(E)))))))))) + exp(exp(x))/(-log(-log(exp(x) - log(x)) + exp(E)/(E - log(E - log(-x + exp(exp(exp(exp(E)/(E - log(x)))/(-log(-exp(exp(E)/(E - log(x)))/log(1/x)) + exp(E)/x))/(E - x)))))) + exp(exp(x))/x))) + exp(exp(E)/(exp(x) - log(E - log(-log(-log(1/x)) + exp(E)/(E - log(E - log(-log(exp(x) - log(-log(exp(x) - log(-log(exp(x) - log(x)) + exp(E)/(E - log(-log(E - x) + exp(E)/(E - log(x)))))) + exp(E)/(-log(-log(-log(E - log(-log(x) + exp(E)/x)) + exp(E)/x) + exp(E)/(E - log(x))) + exp(exp(x))/x))) + exp(E)/(E - log(x)))))))))/(E - log(E - log(x)))))))) + exp(2*E)/(-exp(exp(E)/(exp(x) - log(-x + exp(x) - log(-log(-log(x) + exp(E)*exp(-x)) + exp(E)/(E - log(exp(x) - log(E - log(E - log(-log(x) + exp(E))))))))))*log(x) + E*exp(exp(E)/(exp(x) - log(-x + exp(x) - log(-log(-log(x) + exp(E)*exp(-x)) + exp(E)/(E - log(exp(x) - log(E - log(E - log(-log(x) + exp(E)))))))))))) + exp(E)/(E - log(x)))))))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000648,FAIL,108,,40,200,BUDGET EXHAUSTED,TIMEOUT,((x / x) - (1.0 * (1.0 / log((((exp(exp(x)) - (1.0 / log((((exp(((exp(exp(x)) - 1.0) + ((1.0 / x) / x))) - 1.0) + (((((x / x) / (x / x)) / x) / x) / x)) + (exp((1.0 * 1.0)) * exp(((exp(((((((x / x) / 1.0) / 1.0) / 1.0) / 1.0) - (1.0 * (((x / x) / 1.0) / 1.0)))) / 1.0) - (1.0 * (((x / x) / 1.0) / 1.0))))))))) + exp(x)) + (exp((1.0 * 1.0)) * exp(((1.0 * 1.0) - (1.0 * (((x / x) / 1.0) / 1.0)))))))))),TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,136.601656,57,637,0,199,CONVERGED,BUDGET EXHAUSTED,((((1.0 + x) - (1.0 - (((x + 1.0) + (1.0 / 1.0)) * (1.0 - 1.0)))) * ((1.0 + 1.0) / (1.0 / 1.0))) - (((((x + x) + 1.0) - (x * x)) * (x / 1.0)) + ((((x / x) - (1.0 * 1.0)) * (1.0 - (x + 1.0))) * (1.0 / x)))),exp(x) - log(-2*exp(x) + exp(exp(exp(exp(exp(E)/(-exp(x) - log(1/(-x + exp(exp(E)))) + exp(exp(exp(exp(exp(exp(x))))/(-log(1 - exp(x)) + exp(E))))/(E - log(E - log(exp(exp(x)) - 1))))))/(E - log(-x + exp(exp(exp(x)))/(-exp(x) + exp(exp(-1)*exp(exp(exp(x))))))))/(E - log(exp(exp(exp(exp(exp(x)))/(exp(exp(-1)*exp(exp(exp(x)))) - exp(exp(x)) + 1)))/(-1 + E) - log(E - log(exp(exp(exp(exp(x)))/(-exp(x) + exp(exp(-1)*exp(exp(exp(x))))/(E - log(-x + exp(exp(exp(x)))/(E - exp(x)))))) - 1)))))*exp(-exp(x)) - log(exp(-exp(exp(exp(E)/(-exp(x) - log(exp(exp(E)/(-exp(x) + exp(E) + exp(exp(exp(exp(exp(exp(x))))/(-log(exp(exp(exp(exp(exp(x))))/(-exp(x) + exp(E))) - log(-log(E - log(-exp(x) + exp(-exp(x))*exp(exp(exp(x))))) + exp(exp(exp(x)))/(-log(E - log(-1 + E)) + exp(exp(exp(exp(exp(x)))/(exp(exp(exp(exp(x)))) - log(exp(exp(-x)*exp(exp(exp(exp(x)))/(E - log(-exp(x) + exp(exp(x))))))))))/(E - log(E - log(-exp(x) + exp(-x)*exp(exp(exp(x))))))))) + exp(E))))/(E - log(E - log(x))))) - log(E - log(-log(exp(exp(exp(E)/(E - log(exp(exp(exp(exp(x))/(-exp(x) + exp(exp(exp(exp(x)))/(E - log(-1 + E))))))/(-log(-E + exp(E)) + E - I*pi))))) - 1) + exp(-exp(-1)*exp(exp(exp(x))))*exp(exp(exp(x)))))) + exp(E) + exp(exp(exp(exp(exp(exp(x))/x))/(exp(exp(exp(exp(-1)*exp(exp(exp(x)))))*exp(-exp(exp(x)))) - log(-exp(x) + exp(exp(exp(exp(exp(x))))/(-log(-exp(x) + exp(exp(x))) + exp(E)))))))/(exp(exp(exp(E)/(-exp(x) + exp(exp(-1)*exp(exp(exp(x))))/(-exp(x) - log(1/(-x + exp(exp(E)))) + exp(exp(exp(exp(exp(exp(x))))/(-log(1 - exp(x)) + exp(E))))/(E - log(E - log(exp(exp(x)) - 1))))))) - log(-log(-exp(E) + exp(exp(E))) + E - I*pi)))))/(E - log(-log(exp(exp(exp(E)/(E - log(-log(-log(-exp(x) + exp(exp(x))) + exp(E)*exp(-x)) + exp(exp(exp(exp(exp(x)))/(-exp(x) + exp(exp(-1)*exp(exp(exp(x)))))))/(E - log(E - log(-exp(x) + exp(-x)*exp(exp(exp(x)))))))))) - 1) + exp(-exp(exp(exp(x)))/(E - log(-exp(x) + exp(E))))*exp(exp(exp(x))))))))
