Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000008,4,57,0,70,CONVERGED,BUDGET EXHAUSTED,log((1.0 * x)),exp(x) - log(-log(E - log(-log(-log(exp(x)*exp(-exp(E)/(E - log(E - x)))*log(E - log(x)) - E*exp(x)*exp(-exp(E)/(E - log(E - x))) - exp(E)*exp(-exp(E)/(E - log(E - x)))*log(E - log(x))/x + E*exp(E)*exp(-exp(E)/(E - log(E - x)))/x) - E + exp(exp(x))/x) + exp(E)/(E - log(exp(x) - log(x))))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.003238,7,1,0,10,CONVERGED,BUDGET EXHAUSTED,((1.0 / 1.0) * (x1 + x2)),x1
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.067843,14,181,0,99,CONVERGED,BUDGET EXHAUSTED,(exp(((x / x) * x)) / exp(((x * x) - log(1.0)))),E - log(-log(-log(E - log(-E*exp(-E)*exp(exp(E)/(E - log(-log(E - log(E - log(-log(1/(-log(-log(-1 + E) + exp(E)) + exp(E)/(-log(exp(x) - log(x)) + exp(E)))) - E + exp(E)/(E - log(-log(-1 + E) + exp(E)))))) + exp(E)))) + exp(-E)*exp(exp(E)/(E - log(-log(E - log(E - log(-log(1/(-log(-log(-1 + E) + exp(E)) + exp(E)/(-log(exp(x) - log(x)) + exp(E)))) - E + exp(E)/(E - log(-log(-1 + E) + exp(E)))))) + exp(E)))) - log(-log(x) + exp(E)))) + exp(exp(E)/(exp(x) - log(x)))/(E - log(-log(1/(-log(E - log(-log(-1 + exp(E)) + exp(exp(E)/(E - log(-1 + exp(E))))/(-log(1/(-x + exp(E))) - E + exp(E)/(-log(-log(-1 + E) + exp(E)) + exp(E)/(-x + exp(E)))))) + exp(E))) - E + exp(E)))) + exp(E))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,0.219623,5,747,0,99,CONVERGED,BUDGET EXHAUSTED,(sin(x) + cos(x)),exp(x) - log(-x + exp(exp(x)) - log(exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(E - log(x)))))/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(exp(exp(x)) - log(-log(exp(x) - log(exp(exp(x)) - 1)) + exp(exp(x))/(-x + exp(exp(x))/(-log(x) + exp(exp(x))/(-exp(x) - log(1/(-log(x) + exp(E)/x)) + exp(exp(x))/(exp(exp(x)) - log(exp(x) - log(-x + exp(exp(x))/(-exp(x) - log(1/(-exp(x) - log(1/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(-log(exp(exp(exp(x))/(E - log(E - log(x))))/x) + exp(exp(x))/(E - log(exp(x) - log(x)))))))) + exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(-x + exp(exp(x))/(exp(exp(x)) - log(-x + exp(x)) - log(exp(x) - log(-2*exp(x) + exp(exp(x)) - log(1/(exp(exp(x)) - log(exp(x) - log(-x + exp(x))))) - log(1/(-x + exp(exp(x)) - log(exp(exp(exp(x))/(-1 + exp(exp(x))/(E - log(E - log(x)))))/(-x + exp(exp(x))/(exp(exp(x)) - 2*log(x)))))))))))))/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(exp(exp(x)) - log(-log(exp(x) - log(exp(exp(x)) - log(exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(E - log(x)))))))) + exp(exp(x))/(-exp(x) - log(1/(exp(exp(x)) - log(x))) + exp(exp(x))/(exp(exp(x)) - log(exp(x) - log(-x + exp(exp(x))/(-exp(x) - log(1/(-exp(x) - log(1/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(x - log(exp(exp(exp(x))/(E - log(E - log(x))))) + exp(exp(x))/(E - log(exp(x) - log(x)))))))) + exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(-x + exp(exp(x))/(exp(exp(x)) - log(-x + exp(x)) - log(exp(x) - log(-2*exp(x) + exp(exp(x)) - log(1/(-exp(exp(x))/log(1/(exp(exp(x)) - log(x))) - log(exp(x) - log(-x + exp(-1)*exp(E))))) - log(1/(-x + exp(exp(x)) - log(exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(E - log(x)))))/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(exp(x) - log(-x + exp(exp(x))/(exp(exp(x)) - log(-x + exp(x)) - log(-log(1/(exp(exp(x)) - log(exp(x) - log(-2*exp(x) + exp(exp(x)) - log(1/(exp(exp(x)) - log(exp(x) - log(-x + exp(-1)*exp(E))))) - log(1/(-x + exp(exp(x)) - log(exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(E - log(x)))))/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(exp(x) - log(-x + exp(exp(x))/(exp(exp(x)) - log(-x + exp(x)) - log(exp(x) - log(-x + exp(exp(exp(x))/(exp(x) - log(x)))/(exp(x) - log(E - log(x)))))))))))))))))))))))))))))))))))/(-x + exp(exp(x))/(exp(exp(x)) - log(x) - log(exp(x) - log(exp(exp(x)) - log(-log(exp(x) - log(exp(exp(x)) - log(exp(exp(exp(x))/(-x + exp(exp(x))/(E - log(E - log(x)))))))) + exp(exp(x))/(-x + exp(exp(x))/(x - log(x)))))))))) + E)))))))))))) + E))))))))))))))
3.1,Phase 3: f(x) = sinh(x),0.000000,0.243634,2,113,0,99,CONVERGED,BUDGET EXHAUSTED,sinh(x),-log(E - log(exp(x) - log(-x + exp(E)/(-log(1/(-x + exp(E)/x)) - log(exp(x) - log(E - log(exp(exp(E)/x)/(exp(x) - log(-x + exp(E)/(-log(exp(x) - log(-log(x) + exp(E)/x)) - log(-log(-log(exp(exp(E)/x) - log(x)) + exp(E)/(-1 + exp(E))) + exp(E)/(-log(E - log(x)) + exp(E)/(exp(x) - log(E - log(x))))) + exp(-x)*exp(exp(E)/x))))))) - E + exp(E)/x)))) + exp(E)/(-x + exp(E)/x)
3.2,Phase 3: f(x) = arctan(x),0.000000,0.821098,4,25,0,99,CONVERGED,BUDGET EXHAUSTED,(atan(x) / 1.0),E - log(-log(exp(x) - log(-log(-log(E - log(E - log(x))) + exp(-1 + exp(E))) + exp(E))) + exp(E))
3.3,Phase 3: f(x) = x^x,0.000000,2.102322,5,341,0,90,CONVERGED,BUDGET EXHAUSTED,exp((log(x) * x)),exp(x) - log(-log(exp(x) - log(E - log(-log(E - log(x)) + exp(exp(E)/x)/(exp(x) - log(-log(exp(x) - log(exp(x) - log(x*exp(-exp(exp(x))/x)*exp(exp(E)/(E - log(x))) - log(E - log(E - log(E - log(exp(x) - log(x)))))))) + exp(exp(E)/(-1 + E))/(E - log(E - log(-log(exp(exp(E)/(E - log(x)))/(E - log(E - log(E - log(E - log(-log(-exp(exp(E)/x)*exp(-x*exp(E)*exp(-exp(exp(x))/x))*log(E - log(E - log(E - log(x)))) + E*exp(exp(E)/x)*exp(-x*exp(E)*exp(-exp(exp(x))/x)) - log(E - log(x))) + exp(exp(x))/(E - log(x)))))))) + exp(E)/(E - log(x)))))))))) + exp(E)/(E - log(E - log(-log(-log(E - log(x)) + exp(exp(E)/x)/(exp(x)*exp(-exp(E)/x)*exp(exp(E)/(E - log(E - log(E - log(x))))) - log(E - log(-log(exp(exp(E)/x)/(exp(x) - log(-log(exp(x) - log(-log(-log(E - log(x)) + exp(exp(E)/x)/(exp(x) - log(-log(exp(x) - log(exp(x) - log(x*exp(-exp(exp(x))/x)*exp(exp(E)/(E - log(x))) - log(E - log(E - log(E - log(exp(x) - log(x)))))))) + exp(exp(E)/(E - log(E - log(E - log(x)))))/(E - log(E - log(-log(-log(-1 + E) + exp(exp(E)/(E - log(x)))/(exp(x) - log(E - log(E - log(E - log(x)))))) + exp(E)/(E - log(x)))))))) + exp(exp(E)/x)/(exp(x) - log(x)))) + exp(E)/(E - log(E - log(-log(-log(E - log(x)) + exp(exp(E)/x)/(-log(E - log(-log(exp(exp(E)/x)/(exp(x) - log(x))) + exp(E)/(E - log(E - log(-log(-log(E - log(x)) + exp(-1)*exp(E)) + exp(exp(x))/(E - log(E - log(x)))))))) + exp(exp(E)/(E - log(E - log(E - log(x)))))/(-log(E - log(E - log(E - log(x)))) + exp(exp(E)/x)/(exp(x) - log(x))))) + exp(E)/(E - log(x)))))))) + exp(E)/(E - log(x)))) - exp(-exp(E)/x)*exp(exp(E)/(E - log(E - log(E - log(x)))))*log(x))) + exp(E)/(E - log(x))))))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000553,0.071272,280,265,99,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,exp(((1.0 * (exp((((1.0 * (exp((((1.0 * (((exp((exp(((1.0 + x) / exp((1.0 * x)))) * (exp((((1.0 * (exp(((1.0 + x) / exp((1.0 * x)))) * (exp((((exp(((((exp(((exp((1.0 * (exp(log(x)) / 1.0))) - exp(exp(x))) / exp(((((1.0 * (log(exp((1.0 * x))) - exp(x))) * exp(x)) / exp(exp(x))) - ((1.0 * (log(exp((log(exp(x)) - (exp(((exp((1.0 + x)) - exp(1.0)) / exp((1.0 + x)))) / 1.0)))) - exp(x))) * exp((((exp(1.0) - exp(1.0)) + (1.0 + x)) / exp((1.0 * x))))))))) / exp(1.0)) / 1.0) - exp(1.0)) / exp((1.0 + x)))) * ((x - exp(x)) - exp(x))) * exp(exp(x))) / exp(x))) - exp(1.0)))) * exp(exp(x))) / exp(x))) - exp(1.0)))) * ((x * x) * exp((((((((1.0 * exp(1.0)) + (exp(1.0) + exp(exp(((1.0 * (x - exp(x))) * exp(exp(((exp((1.0 * 1.0)) - exp(1.0)) / exp((1.0 + x)))))))))) / exp((1.0 * exp(1.0)))) / 1.0) - exp(x)) + 1.0) / exp((1.0 * x)))))) / exp(exp(x))) - 1.0)) * exp((((((1.0 * 1.0) / 1.0) - exp(1.0)) + (1.0 + x)) / exp((1.0 * x))))) / exp(x))) - exp(x))) * exp(((1.0 + (exp(1.0) + exp(exp(((1.0 * (log(exp((1.0 * x))) - exp(x))) * ((1.0 + x) * exp(x))))))) / exp((1.0 * exp(1.0)))))) / exp(1.0))) - exp(1.0))) / exp((1.0 + x)))),nan
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,154.736466,21,431,10,99,CONVERGED,BUDGET EXHAUSTED,(((1.0 - 1.0) + ((x * (x - 1.0)) * x)) - (x - ((1.0 + (1.0 - x)) * x))),exp(x) - log(exp(exp(-x)*exp(exp(exp(exp(x))/(exp(x)*exp(exp(exp(exp(E)/x)/(exp(x) - log(E - log(x))))/(E - log(x)))*exp(-exp(exp(x))/(E - log(x))) - exp(exp(exp(exp(E)/x)/(exp(x) - log(E - log(x))))/(E - log(x)))*exp(-exp(exp(x))/(E - log(x)))*log(E - log(x)) - log(1/(exp(exp(x)) - log(-x + exp(exp(x))/x))) - E))/(-x + exp(exp(exp(exp(exp(E)/x))/(-exp(x) + exp(exp(x))))/(E - log(-x + exp(exp(x))/(-log(E - x) + exp(-x)*exp(exp(exp(exp(x))/(E - log(-log(E - log(x)) + exp(exp(x))/(exp(exp(x)) - 1))))/x)))))/x))) - log(-log(-log(-log(x) + exp(exp(x))/(-log(E - log(-log(-log(x) + exp(exp(x))/(-log(1/(exp(exp(x)) - 1)) - E + exp(exp(-x)*exp(exp(exp(-1)*exp(exp(x)))/(-x + exp(exp(exp(exp(x))/(exp(exp(x)) - log(x)))/x)/x)))/(-log(-x + exp(exp(x))/(exp(exp(E)/(exp(exp(x)) - 1)) - 1)) + exp(exp(-1)*exp(E))/(exp(x) - log(-log(exp(-1)*exp(exp(x)) - log(exp(x) - log(exp(-E)*exp(exp(x)*exp(-exp(exp(x))/(E - log(x)))*exp(exp(exp(x))))*exp(-exp(-exp(exp(x))/(E - log(x)))*exp(exp(exp(x)))*log(E - log(x)))*exp(exp(x)) - exp(-E)*exp(exp(x)*exp(-exp(exp(x))/(E - log(x)))*exp(exp(exp(x))))*exp(-exp(-exp(exp(x))/(E - log(x)))*exp(exp(exp(x)))*log(E - log(x)))*log(-x + exp(exp(x))/x) - log(x)))) + exp(exp(x))/(-log(E - log(x)) + exp(exp(-1)*exp(exp(x)))/(exp(x) - log(E - log(x))))))))) + exp(exp(x))/(exp(exp(x)) - E))) + exp(-x)*exp(exp(exp(exp(x))/(E - log(-log(exp(exp(exp(exp(x))/(-1 + exp(exp(x))/x))/(-log(x) + exp(exp(x))/(-exp(x) - log(1/(exp(x) - log(exp(x) - log(exp(exp(x)) - 1)))) + exp(-x)*exp(exp(-x)*exp(exp(exp(x)*exp(-exp(exp(exp(x))/(-log(exp(exp(E)/x) - log(E - log(x))) + exp(exp(exp(x)))/(-log(E - log(x)) + exp(exp(-1)*exp(exp(exp(x))/(E - log(x))))/(exp(x) - log(E - log(x))))))/(-x + exp(exp(exp(exp(-1)*exp(exp(x)))/(exp(x) - log(exp(x) - log(exp(x) - log(exp(exp(x)) - 1)))))/(E - x))/x))*exp(exp(x)))/(-x + exp(exp(exp(exp(x)))/x)/x)))))) - log(x)) + exp(exp(x))/(exp(exp(x)) - 1))))/x))) + exp(exp(x))/x) + exp(exp(x))/(E - log(exp(exp(x)) - 1))))
