Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000008,4,37,0,70,CONVERGED,BUDGET EXHAUSTED,log((1.0 * x)),exp(x) - log((-x*log(E - log((-(log(exp(x) - log(x)) - E)*log((-x*log((E - log(E - log(x)))*exp(-exp(E - x))) - E*x + exp(exp(x)))/x) - exp(E))/(log(exp(x) - log(x)) - E))) + exp(exp(x)))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.003238,7,1,0,10,CONVERGED,BUDGET EXHAUSTED,((1.0 / 1.0) * (x1 + x2)),x1
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.027151,14,45,0,199,CONVERGED,BUDGET EXHAUSTED,(exp(((x / x) * x)) / exp(((x * x) - log(1.0)))),E - log(-log(-((log(-x + exp(E)) - E)*log(E - log((-x + exp(exp(x) - E + 1))*exp(E - exp(x)))) + exp(exp(E)/(exp(x) - log(x))))/(log(-x + exp(E)) - E)) + exp(E))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,FAIL,5,,0,200,CONVERGED,TIMEOUT,(sin(x) + cos(x)),TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,FAIL,2,,0,200,CONVERGED,TIMEOUT,sinh(x),TIMEOUT
3.2,Phase 3: f(x) = arctan(x),0.000000,0.328301,4,1365,0,199,CONVERGED,BUDGET EXHAUSTED,(atan(x) / 1.0),E - log(-x - log(E - log(-x + exp(E)/(exp(exp(x)) - log(E - log(-x + exp(exp(E)/(-1 + exp(E)))))))) - log(E - log(-log(1/(-log(E - log(E - log(-log(E - log(-x + exp(E)/(exp(exp(x)) - log(E - log(E - x))))) - log(E - log(-log(-log(x) + exp(E)/(-log(-log(E - log(-1 + exp(E)/(exp(exp(x)) - log(exp(exp(x)) - log(E - log(-log(E - log(E - log(-log(E - log(-x + exp(E)/(exp(exp(x)) - log(-1 + E)))) - log(E - log(-log(-log(E - log(-1 + exp(-1)*exp(E))) + exp(E)/(-log(-log(E - log(-log(E - log(-1 + exp(-1)*exp(E))) + exp(E)/(E - log(exp(exp(x)) - log(E - log(-1 + exp(-1)*exp(E))))))) - log(-1 + E) + exp(E)) + exp(E)/(-log(exp(exp(E)/(E - log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*exp(exp(exp(E)/(-log(E - log(E - log(-1 - exp(E)*exp(-exp(exp(-1)*exp(E))/(-log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(2*E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(exp(E)))))) + exp(-1)*exp(E)))*log(-log(1/x)) + exp(2*E)*exp(-exp(exp(-1)*exp(E))/(-log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(2*E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(exp(E)))))) + exp(-1)*exp(E)))))) + exp(E)))) - exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(E))))))) - 1) - log(-1 + E) + exp(E)))) + exp(E)/(exp(exp(x)) - 1))) + exp(E)/x))) - 1 + exp(E))))))) - log(E - log(-log(E - log(-x + exp(E)/(exp(exp(x)) - log(E - log(E - x))))) - log(E - log(-log(-log(x) + exp(E)/(-log(-log(E - log(-1 + exp(E)/(exp(exp(x)) - log(exp(exp(x)) - log(E - log(-log(E - log(E - log(-log(E - log(-x + exp(E)/(exp(exp(x)) - log(-1 + E)))) - log(E - log(-log(-log(E - log(-1 + exp(-1)*exp(E))) + exp(E)/(-log(-log(E - log(-log(E - log(-1 + exp(-1)*exp(E))) + exp(E)/(E - log(exp(exp(x)) - log(E - log(-1 + exp(-1)*exp(E))))))) + exp(E)/(E - log(-log(E - log(E - log(-1 + exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*exp(exp(exp(E)/(-log(E - log(E - log(-1 - exp(E)*exp(-exp(exp(-1)*exp(E))/(-log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(2*E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(exp(E)))))) + exp(-1)*exp(E)))*log(-log(1/x)) + exp(2*E)*exp(-exp(exp(-1)*exp(E))/(-log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(2*E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(exp(E)))))) + exp(-1)*exp(E)))))) + exp(E)))) - exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(E)))) + exp(E)/(-log(exp(exp(E)/(E - log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*exp(exp(exp(E)/(-log(E - log(E - log(-1 - exp(E)*exp(-exp(exp(-1)*exp(E))/(-log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(2*E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(exp(E)))))) + exp(-1)*exp(E)))*log(-log(1/x)) + exp(2*E)*exp(-exp(exp(-1)*exp(E))/(-log(E - log(-log(1/(-log(E - log(E - log(-1 + exp(2*E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(exp(E)))))) + exp(-1)*exp(E)))))) + exp(E)))) - exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))))) + exp(E))))))) - 1) - log(-1 + E) + exp(E)))) + exp(E)/(exp(exp(x)) - 1))) + exp(E)/x))) - 1 + exp(E))))))) - 1 + exp(E)) + exp(E)/(-log(E - log(E - log(-log(-log(x) + exp(E)/(-log(-log(E - log(-x + exp(E)/(E - log(exp(exp(x)) - log(E - log(-1 + exp(-1)*exp(E))))))) + exp(-1)*exp(E)) + exp(E)/(-log(exp(exp(E)/(-log(E - log(-log(1/(-log(E - log(E - log(-1 - exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*log(-1 + E) + exp(2*E)/(-exp(exp(-x)*exp(exp(-1)*exp(E)))*log(-1 + exp(E)/(E - log(exp(exp(x)) - log(E - log(-1 + exp(-1)*exp(E)))))) + E*exp(exp(-x)*exp(exp(-1)*exp(E))))))) + exp(exp(E)))))) + exp(-1)*exp(E))) - 1) + exp(E)))) + exp(E)/(exp(exp(x)) - 1)))) - log(exp(exp(E)/(E - log(E - log(-log(1/(-log(E - log(E - log(-exp(exp(E)/x)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*log(-log(1/x)) + exp(E)*exp(exp(E)/x)*exp(-exp(-x)*exp(exp(-1)*exp(E))) - 1))) + exp(E))))))) - 1) + exp(E)))) + exp(E)/(exp(exp(x)) - 1))) + exp(E)/x)) + exp(E)) + exp(E)/(-log(E - log(E - log(-log(-log(x) + exp(E)/(-log(-log(E - log(-x + exp(E)/(E - log(exp(exp(x)) - log(E - log(-1 + exp(-1)*exp(E))))))) + exp(-1)*exp(E)) + exp(E)/(-log(exp(exp(E)/(-log(E - log(-log(1/(-log(E - log(E - log(-1 - exp(E)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*log(-1 + E) + exp(2*E)/(-exp(exp(-x)*exp(exp(-1)*exp(E)))*log(-1 + exp(E)/(E - log(exp(exp(x)) - log(E - log(-1 + exp(-1)*exp(E)))))) + E*exp(exp(-x)*exp(exp(-1)*exp(E))))))) + exp(exp(E)))))) + exp(-1)*exp(E))) - 1) + exp(E)))) + exp(E)/(exp(exp(x)) - 1)))) - log(exp(exp(E)/(E - log(E - log(-log(1/(-log(E - log(E - log(-exp(exp(E)/x)*exp(-exp(-x)*exp(exp(-1)*exp(E)))*log(-log(1/x)) + exp(E)*exp(exp(E)/x)*exp(-exp(-x)*exp(exp(-1)*exp(E))) - 1))) + exp(E))))))) - 1) + exp(E)))) + exp(E)/(exp(exp(x)) - 1))) + exp(E)/x))) + exp(E))) - E + exp(E)/(-exp(x) + exp(exp(x))))) + exp(E))
3.3,Phase 3: f(x) = x^x,0.000000,FAIL,5,,0,200,CONVERGED,TIMEOUT,exp((log(x) * x)),TIMEOUT
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,21,,10,200,CONVERGED,TIMEOUT,(((1.0 - 1.0) + ((x * (x - 1.0)) * x)) - (x - ((1.0 + (1.0 - x)) * x))),TIMEOUT
