Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000008,2,201,0,90,CONVERGED,BUDGET EXHAUSTED,log(x),exp(x) - log(-log(exp(x) - log(exp(exp(exp(exp(x))/(-log(exp(x) - log(-exp(x) - log(1/(-log(exp(x) - log(exp(x) - log(x))) + exp(exp(x))/x)) + E)) + exp(exp(x))/x)))/(exp(exp(exp(x))/(-log(exp(x) - log(-log(x) + exp(exp(x))/(-log(exp(x) - log(exp(exp(exp(exp(x))/(-log(-log(E - log(exp(x)*exp(-exp(exp(x))/(-log(exp(x)*exp(-exp(exp(exp(x))/(-log(x) + exp(exp(x))/x))/x)*exp(exp(x)) - log(exp(exp(exp(exp(x))/(-log(exp(x) - log(E - log(x))) + exp(exp(x))/x)))/(exp(x) - log(x))) - exp(-exp(exp(exp(x))/(-log(x) + exp(exp(x))/x))/x)*exp(exp(x))*log(x)) + exp(exp(E)/(-exp(x) - log(1/(-log(x) + exp(exp(x))/x)) + E))/x))*exp(exp(x)) - log(x) - exp(-exp(exp(x))/(-log(exp(x)*exp(-exp(exp(exp(x))/(-log(x) + exp(exp(x))/x))/x)*exp(exp(x)) - log(exp(exp(exp(exp(x))/(-log(exp(x) - log(E - log(x))) + exp(exp(x))/x)))/(exp(x) - log(x))) - exp(-exp(exp(exp(x))/(-log(x) + exp(exp(x))/x))/x)*exp(exp(x))*log(x)) + exp(exp(E)/(-exp(x) - log(1/(-log(x) + exp(exp(x))/x)) + E))/x))*exp(exp(x))*log(E - log(exp(exp(E)/x)/(E - log(-exp(x) - log(1/(-log(exp(x) - log(exp(x) - log(exp(exp(exp(exp(x))/(E - log(-exp(x) - log(1/(-log(exp(x) - log(exp(x) - log(exp(exp(exp(x))/x)/(exp(x) - log(x))))) + exp(exp(x))/x)) + E))))/(exp(x) - log(x))))) + exp(exp(x))/x)) + E)))))) + exp(exp(x))/x) + exp(exp(x))/x)))/(exp(x) - log(x)))) + exp(exp(x))/x))) + exp(exp(x))/x)) - log(x)))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,7.843247,5,1,0,10,CONVERGED,BUDGET EXHAUSTED,(x2 + (x1 / 1.0)),x2
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,FAIL,6,,0,200,CONVERGED,TIMEOUT,exp((x * (1.0 - x))),TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),0.012100,FAIL,314,,70,200,BUDGET EXHAUSTED,TIMEOUT,tan(cos((x - sin(sin(((1.0 * (tan((1.0 * 1.0)) * ((sin(sin((sin(sin(sin((1.0 * (tan(1.0) * ((sin(sin((((sin(sin(sin((1.0 * (tan((1.0 * 1.0)) * ((((sin(sin(((sin(1.0) / sin(tan(1.0))) / 1.0))) / ((1.0 / 1.0) / 1.0)) / (1.0 * (tan((1.0 * 1.0)) * ((sin(sin((sin(sin(sin(sin((1.0 * ((((sin(1.0) / ((1.0 / 1.0) / 1.0)) / (1.0 * (tan((1.0 * 1.0)) * ((sin(sin((sin(sin(sin(sin((1.0 * (tan(1.0) * ((sin(sin((((tan((((((((sin(sin((1.0 * 1.0))) / 1.0) / 1.0) / 1.0) / 1.0) / 1.0) / 1.0) / 1.0)) * ((sin(sin((1.0 * tan(1.0)))) / 1.0) / 1.0)) / sin((((1.0 / sin(tan(1.0))) / 1.0) / 1.0))) / 1.0))) / 1.0) / 1.0))))))) / sin(tan(1.0))))) / 1.0) / 1.0)))) / sin(sin(((((((sin(sin((1.0 * (1.0 * 1.0)))) / sin(sin((sin(1.0) / sin(tan(1.0)))))) / 1.0) / 1.0) / 1.0) / 1.0) / 1.0)))) * ((sin(sin((((tan((((((((sin(sin((1.0 * (1.0 * sin(((sin(1.0) / sin(tan(1.0))) / 1.0)))))) / sin(sin((sin(1.0) / sin(tan((sin(((sin((1.0 * (1.0 * 1.0))) / 1.0) / 1.0)) / 1.0))))))) / 1.0) / 1.0) / 1.0) / 1.0) / 1.0) / 1.0)) * ((sin(sin((1.0 * tan(1.0)))) / 1.0) / 1.0)) / sin((((sin(sin(1.0)) / sin(tan(1.0))) / 1.0) / 1.0))) / 1.0))) / 1.0) / 1.0))))))) / 1.0))) / 1.0) / 1.0)))) / sin(sin(1.0))) / 1.0)))))) * (1.0 / 1.0)) / sin((1.0 / 1.0))) / 1.0))) / 1.0) / 1.0)))))) / sin(tan(1.0))))) / 1.0) / 1.0))) * (tan((1.0 * 1.0)) * (sin((((1.0 * 1.0) / 1.0) / 1.0)) / 1.0)))))))),TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,5.161849,2,1,0,10,CONVERGED,BUDGET EXHAUSTED,sinh(x),x
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,5,,0,200,CONVERGED,TIMEOUT,(atan(x) - log(1.0)),TIMEOUT
3.3,Phase 3: f(x) = x^x,0.374410,1.741060,12,119,10,170,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(x * exp((log((x * exp((x - 1.0)))) - 1.0))),exp(x) - log(-log(-exp(x) - log(1/(-exp(exp(E)/x)*exp(-exp(x))*log(x) - log(-log(exp(x) - log(-log(exp(x) - 1) + exp(exp(x))/(exp(-E)*exp(exp(x)) - log(-log(E - log(E - log(E - log(x)))) + exp(exp(exp(E)/x)/x)/(exp(-E)*exp(exp(x)) - log(-log(E - log(E - log(E - log(x)))) + exp(exp(exp(E)/x)/x)/(exp(x) - log(E - log(x))))))))) + exp(exp(x))/(exp(-E)*exp(exp(E)/(-log(x) + exp(E)/x)) - log(x))) + exp(2*exp(E)/x)*exp(-exp(x))/x)) + exp(exp(x))/(-log(x) + exp(exp(E)/x)/(E - log(-log(x) + exp(E)/x)))) + exp(E))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.007566,FAIL,33,,20,200,BUDGET EXHAUSTED,TIMEOUT,(((1.0 * ((exp(1.0) * (exp(1.0) / log(1.0))) * (((1.0 * ((x * 1.0) * (1.0 + x))) / exp(1.0)) + x))) / exp(1.0)) / (x * exp(1.0))),TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,329.904627,79,283,40,199,CONVERGED,BUDGET EXHAUSTED,((x - 1.0) * (((1.0 + (((x * x) + 1.0) - ((1.0 * x) / (1.0 / 1.0)))) + (1.0 * (((((x + x) + (1.0 * (1.0 - 1.0))) * 1.0) + (x - ((x - x) * ((1.0 + (((x * x) + 1.0) - (((1.0 / (1.0 / 1.0)) - x) / (((x / x) * (x - 1.0)) / 1.0)))) - 1.0)))) / ((x / (x - 1.0)) * (1.0 - x))))) + 1.0)),exp(x) - log(exp(x) - log(x)) - E + exp(exp(exp(exp(-x)*exp(exp(E)/(-log(-log(exp(x) - log(1/(E - log(x))) - E) + exp(exp(exp(E*exp(exp(-x)*exp(exp(E)/(-x + exp(x))))*exp(-exp(exp(E)*exp(x)*exp(-exp(x)))*exp(-exp(E)*exp(-exp(x))*log(x))))*exp(-exp(exp(-x)*exp(exp(E)/(-x + exp(x))))*exp(-exp(exp(E)*exp(x)*exp(-exp(x)))*exp(-exp(E)*exp(-exp(x))*log(x)))*log(x)))/x)/(-log(x) + exp(-x)*exp(exp(exp(exp(x))/x)))) + exp(E)/(-log(-log(-log(-x + exp(exp(exp(exp(-x)*exp(exp(exp(x))))/(-log(exp(x) - log(1 - log(2*exp(x) - log(exp(x) - log(x)) - E))) + exp(exp(x))/x))/(E - log(x)))/(-log(-log(1/(E - log(x))) - E + 1) + exp(-x)*exp(exp(exp(x))))) + exp(-x)*exp(exp(E)*exp(-x))) + exp(exp(x))/(-x + exp(exp(x))/x)) + exp(-x)*exp(exp(-x)*exp(exp(x)))))))/(-exp(x) + exp(-x)*exp(exp(E)/x)))/(exp(exp(E)*exp(x)*exp(-exp(x)))*exp(-exp(E)*exp(-exp(x))*log(x)) - log(E - log(x))))/(E - log(exp(exp(E)/x) - log(exp(x) - log(E - log(E - log(x*exp(-E)*exp(exp(E*exp(exp(-x)*exp(exp(E)*exp(-x)))*exp(-exp(exp(E)*exp(x)*exp(-exp(x)))*exp(-exp(E)*exp(-exp(x))*log(x))))*exp(-exp(exp(-x)*exp(exp(E)*exp(-x)))*exp(-exp(exp(E)*exp(x)*exp(-exp(x)))*exp(-exp(E)*exp(-exp(x))*log(x)))*log(x))/x) - log(-log(-log(1/(E - log(x)))) + exp(exp(exp(x)))/(-log(x) + exp(exp(exp(exp(x))))/(exp(x) - log(x))))))))))
