Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000050,4,29,0,320,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,7.118991,31,63,0,499,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.010394,0.253972,23,11,40,350,BUDGET EXHAUSTED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.006076,0.327762,15,45,70,200,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,2.634557,2,45,0,370,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000011,0.086623,10,101,80,320,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.000000,0.850112,5,43,10,390,CONVERGED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000000,0.034583,34,49,0,290,CONVERGED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,39,,0,500,CONVERGED,TIMEOUT
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.050989,0.283378,53,49,100,110,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.345653,FAIL,20,,40,500,BUDGET EXHAUSTED,TIMEOUT
