Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,30,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000006,2,37,0,220,CONVERGED,BUDGET EXHAUSTED,log(x),exp(x) - log(-log(E - log(-log(-log(-log(-x + exp(E)/x) + exp(exp(x))/(exp(x) - log(x))) + exp(E)*exp(-x)) + exp(E)/(E - log(E - x)))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,FAIL,7,,0,500,CONVERGED,TIMEOUT,((x1 + x2) / (1.0 / 1.0)),TIMEOUT
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,FAIL,12,,0,500,CONVERGED,TIMEOUT,exp((((1.0 - x) * x) - ((1.0 - 1.0) / 1.0))),TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),0.005225,0.346750,24,55,60,120,BUDGET EXHAUSTED,BUDGET EXHAUSTED,tan(sin((x + cos((cos(cos(sin(x))) / (cos(cos(tan(1.0))) / ((tan(1.0) / (1.0 + 1.0)) / sin(1.0)))))))),exp(exp(x))/(-log(-log(-log(exp(exp(E)/x)/(-x + exp(E))) + exp(exp(exp(E)/(E - log(x)))/x)/(exp(exp(x)) - log(exp(exp(x)) - log(x)))) + exp(E)/(exp(exp(exp(x))/x) - log(exp(exp(x)) - 1))) + exp(exp(x))/x)
3.1,Phase 3: f(x) = sinh(x),0.000000,FAIL,6,,0,500,CONVERGED,TIMEOUT,(tanh(log(1.0)) + sinh(x)),TIMEOUT
3.2,Phase 3: f(x) = arctan(x),0.000009,FAIL,24,,60,500,BUDGET EXHAUSTED,TIMEOUT,atan(((1.0 * x) / atan(atan(exp(((((x * x) - cos(x)) / exp(exp(1.0))) + (log(1.0) + exp(1.0)))))))),TIMEOUT
3.3,Phase 3: f(x) = x^x,0.536730,FAIL,70,,110,500,BUDGET EXHAUSTED,TIMEOUT,((exp(x) - (((((exp((x / x)) / (exp(x) - sqrt(x))) - ((1.0 - 1.0) + (x / 1.0))) / ((log(x) - exp(x)) - (x - log((x * x))))) + sqrt(sqrt(sqrt(1.0)))) - ((((((x * 1.0) / (1.0 * x)) / sqrt(1.0)) / sqrt(log(1.0))) - (x * sqrt(((1.0 + x) / (x - x))))) - x))) * sqrt(x)),TIMEOUT
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.002179,FAIL,103,,30,500,BUDGET EXHAUSTED,TIMEOUT,(exp((exp(log(log(x))) / (((((1.0 * (1.0 * x)) + log((1.0 * 1.0))) * exp((1.0 * x))) * (1.0 - (log(exp(1.0)) - ((1.0 - x) / x)))) - log((log(exp(log(1.0))) + x))))) / ((exp((log((log(1.0) / (x / 1.0))) - ((1.0 * exp((1.0 / x))) * ((x - x) / log(x))))) * (((((x + x) + exp(1.0)) + 1.0) + (x / 1.0)) * (x * exp((1.0 - x))))) + exp(exp(((x * 1.0) - exp((log((1.0 + x)) + ((1.0 - 1.0) / log(1.0))))))))),TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,87,,0,500,CONVERGED,TIMEOUT,(((((x / x) * (1.0 - x)) + ((x * x) / (1.0 / x))) - ((((1.0 - x) - (x * ((x + (x + x)) * (x * (1.0 - 1.0))))) * ((1.0 + 1.0) - (x - x))) + ((1.0 + x) * (x - 1.0)))) - ((((1.0 * 1.0) * (x / 1.0)) + ((x / 1.0) * (1.0 * x))) + (((1.0 * x) / (1.0 - 1.0)) * ((1.0 - (1.0 + (1.0 + (x * 1.0)))) + (x / x))))),TIMEOUT
