Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000007,4,31,0,60,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,4.099302,13,101,0,199,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.026830,0.100102,24,41,30,120,BUDGET EXHAUSTED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,0.161556,7,27,60,180,CONVERGED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,0.331054,2,35,0,199,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,0.623556,2,93,0,190,CONVERGED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.003918,1.078381,61,121,110,170,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000555,0.025211,73,47,150,110,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,297.582435,35,153,0,180,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.454753,0.253964,30,177,110,190,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.301797,0.291616,27,75,60,110,BUDGET EXHAUSTED,BUDGET EXHAUSTED
