Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000016,2,15,0,10,CONVERGED,BUDGET EXHAUSTED,log(x),exp(x) - log(-log(exp(x) - log(exp(exp(x))/(exp(x) - log(x)))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,2.729695,3,81,0,80,CONVERGED,BUDGET EXHAUSTED,(x2 + x1),-log(-log(E - log(x2)) + exp(E)/(exp(x2) - log(E - log(x2 - E + exp(E))))) + exp(exp(x1))/(-log(-log(-log(E - log(E - x1)) + exp(exp(exp(x2))/x2)/(-x1 + exp(exp(exp(x2)))/(exp(x1) - log(x1)))) + exp(exp(x2*exp(exp(x1))*exp(-exp(x2)))/(-log(x2) + exp(-x2)*exp(exp(exp(x1))/x2)))/(E - log(-exp(x2) + exp(exp(x2))))) + exp(exp(x1))/x1)
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.009069,12,77,0,99,CONVERGED,BUDGET EXHAUSTED,exp((log(exp(x)) / ((1.0 * 1.0) / (1.0 - x)))),exp(exp(E)/(-log(-log(E - log(-log(E - log(x)) + exp(E))) + exp(exp(exp(E)/(E - log(x)))/(exp(exp(x)) - log(E - log(x))))/(E - log(-log(E - log(x)) + exp(exp(x))/x))) + exp(exp(exp(x)))/x))*exp(-exp(exp(exp(x))/(-log(x) + exp(exp(x))/(E - log(x))))/(-log(-log(-log(E - log(x)) + exp(exp(x))/x) + exp(E)/x) + exp(exp(E)*exp(-x))/x))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000875,0.109472,73,107,99,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(((tan(sin(sin(x))) + ((sin(sin(((x * 1.0) - cos(x)))) + (((1.0 / (x + x)) / (1.0 * cos(1.0))) * sin(((x / 1.0) + (x / 1.0))))) + sin(((x / 1.0) / sin((tan(1.0) + (1.0 - 1.0))))))) + (cos(x) * tan(1.0))) / ((tan(1.0) + sin(cos(sin((cos(1.0) + (sin(1.0) + x)))))) + cos((tan(1.0) - cos(1.0))))),exp(exp(exp(exp(x))/(-log(-log(-log(-1 + E) + exp(-x)*exp(exp(x))) + exp(exp(-1)*exp(exp(x)))/(E - log(x))) + exp(E)/(-exp(x) + exp(E)/x)))/(-log(exp(exp(x)) - log(exp(exp(x)) - log(-1 + exp(E)/x))) + exp(exp(-x)*exp(exp(exp(x))/x))/(exp(exp(x)) - log(E - log(x)))))/(-log(-log(exp(exp(exp(x))/x)/(-log(exp(exp(x)) - 1) + exp(exp(E)/x)/(exp(x) - log(x)))) + exp(exp(exp(x))/x)/(E - log(E - log(exp(x) - log(x))))) + exp(exp(x))/x)
3.1,Phase 3: f(x) = sinh(x),0.000000,1.056453,2,95,0,99,CONVERGED,BUDGET EXHAUSTED,sinh(x),exp(x) - log(-log(exp(exp(E)/(-exp(exp(x)) + 1 + exp(exp(exp(E))/(exp(x) - log(x)))/(-log(E - log(x)) + exp(E)/x)))/(-log(exp(x) - log(-1 + E)) + exp(exp(x))/(E - log(-log(E - log(x)) + exp(E))))) + exp(exp(E)/(-log(exp(x) - log(-log(E - log(x)) + exp(E)/x)) + exp(E)/x))/(-log(-log(E - log(x)) + exp(E)/(-log(E - log(x)) + exp(E)/x)) + exp(exp(E)*exp(-x))/(-x + exp(E)/x)))
3.2,Phase 3: f(x) = arctan(x),0.000000,0.132697,2,69,0,90,CONVERGED,BUDGET EXHAUSTED,atan(x),exp(exp(E)/(-log(exp(exp(exp(E)/x)/(-1 + exp(E)))/(-E + exp(exp(exp(x))/x)/(E - log(x)))) + exp(exp(exp(exp(exp(x)))/(E - log(x)))/(-x + exp(exp(x))/(E - log(x))))/(-log(-log(-x + exp(E)/x) + exp(E)/x) + exp(E))))/(E - log(x))
3.3,Phase 3: f(x) = x^x,0.000000,1.752639,5,75,0,80,CONVERGED,BUDGET EXHAUSTED,exp((x * log(x))),exp(x) - log(-log(-log(-log(x - log(exp(x) - log(-log(exp(x) - log(x)) + exp(E)/x))) + exp(exp(-x)*exp(exp(E)/(exp(x) - log(x))))/(E - log(-log(-x + exp(E)) + exp(-x)*exp(exp(exp(x)))))) + exp(exp(x))/(exp(exp(exp(E)/(exp(x) - log(x)))) - log(exp(x) - log(exp(exp(x)) - log(-log(x) + exp(E)))))) + exp(E))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000132,0.004114,56,45,80,50,BUDGET EXHAUSTED,BUDGET EXHAUSTED,exp((((1.0 + log(exp(((x * x) / 1.0)))) / exp(exp((log((exp(1.0) + 1.0)) * x)))) - exp((((((1.0 * x) * (x + 1.0)) - log((1.0 + 1.0))) / ((exp(1.0) - exp(exp(1.0))) * (exp(x) + log(exp(1.0))))) - exp((log(x) - (x - x))))))),exp(exp(x))/(exp(exp(x)) - log(exp(exp(E)/(-log(-x + exp(exp(x))) + exp(-x)*exp(exp(x))))/(-log(-x + exp(exp(E))/x) + exp(-E)*exp(exp(E)))))
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,31,,0,100,CONVERGED,TIMEOUT,((((1.0 - 1.0) - (x - 1.0)) * ((1.0 - x) * (x / 1.0))) - (((1.0 * x) - (1.0 - 1.0)) - ((1.0 * x) / (1.0 * 1.0)))),TIMEOUT
