Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000054,4,15,0,160,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,7.285940,31,61,0,180,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.010394,0.288915,23,53,40,120,BUDGET EXHAUSTED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.006076,0.327762,15,45,70,199,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,2.736745,2,39,0,100,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000011,0.091093,10,89,80,199,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.000000,0.958505,5,33,10,150,CONVERGED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000000,0.048125,34,41,0,199,CONVERGED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,271.645092,39,247,0,199,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.050989,0.283378,53,49,100,110,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.345653,0.257404,20,225,40,199,BUDGET EXHAUSTED,BUDGET EXHAUSTED
