Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,4,11,0,0,CONVERGED,CONVERGED,exp((1.0 * x)),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000004,2,27,0,160,CONVERGED,BUDGET EXHAUSTED,log(x),exp(x) - log(-log(E - log(-log(exp(x) - log(E - log(E - log(exp(exp(x)) - log(E - log(x)))))) + exp(-1)*exp(E))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.100991,7,1,0,0,CONVERGED,BUDGET EXHAUSTED,((1.0 * x2) + (x1 / 1.0)),x1
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.031169,40,39,10,120,CONVERGED,BUDGET EXHAUSTED,exp((exp((((log(1.0) - (1.0 + 1.0)) - x) * (x / x))) * ((((x * exp(1.0)) * ((exp((x + 1.0)) * (1.0 - (1.0 * x))) * x)) - (exp(1.0) * log(1.0))) / x))),exp(exp(x))/(exp(exp(x)) - log(exp(exp(E)/(-log(-1 + E) + exp(exp(x))/x))/(exp(exp(exp(x))/(E - log(x)))/(-1 + E) - log(-x + exp(x)))))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,0.289387,7,63,30,180,CONVERGED,BUDGET EXHAUSTED,(cos(x) + sin((x * 1.0))),-exp(E)/(log(-log(E - log(-E + exp(E)/x)) + exp(exp(-exp(x) + exp(exp(x)) + 1))/(-log(exp(exp(exp(x)) - 1) - log(-x + exp(exp(x)))) + exp(exp(exp(exp(x)))/(exp(x) - log(x)))/(-log(exp(x) - log(x)) + exp(E)/x))) - exp(E)/x)
3.1,Phase 3: f(x) = sinh(x),0.000000,0.603417,2,69,0,180,CONVERGED,BUDGET EXHAUSTED,sinh(x),-log(E - log(exp(x) - log(-log(E - log(-log(exp(x) - log(exp(exp(x)) - log(x))) + exp(E)/(-x + exp(exp(x))))) + exp(exp(exp(x))/(-log(-x + exp(x)) + exp(E)))/(-log(-log(-x + exp(E)) + exp(exp(exp(x)))/(E - log(x))) + exp(-x)*exp(exp(exp(x))/x))))) + exp(E)/(-x + exp(E)/x)
3.2,Phase 3: f(x) = arctan(x),0.000000,0.795548,2,119,0,199,CONVERGED,BUDGET EXHAUSTED,atan(x),exp(exp(exp(E)/(-log(-log(1/x) - E + exp(exp(exp(x)))/x) + exp(exp(exp(-1)*exp(exp(exp(x))/x))/(E - log(exp(x) - log(x))))/(E - log(E - log(x)))))/(-log(x) + exp(exp(x))/(-log(-log(1/x)) + exp(exp(x))/x)))/(exp(exp(-1)*exp(exp(exp(E)/(-x + exp(E)))/x)) - log(-log(exp(-1)*exp(exp(exp(x))) - log(-exp(exp(x)) - log(1/(E - log(x))) + exp(E)/x)) - exp(-exp(exp(E)/x)/(E - log(x)))*exp(exp(exp(exp(x))/x)/(exp(x) - log(E - log(exp(x) - log(x)))))*log(x) + exp(E)*exp(-exp(exp(E)/x)/(E - log(x)))*exp(exp(exp(exp(x))/x)/(exp(x) - log(E - log(exp(x) - log(x)))))))
3.3,Phase 3: f(x) = x^x,0.000000,2.213821,7,69,30,160,CONVERGED,BUDGET EXHAUSTED,exp((log(x) * (x / 1.0))),exp(x) - log(-log(-log(exp(x) - log(exp(exp(x)) - log(-log(-log(E - log(x)) + exp(E)/(exp(x) - log(x))) + exp(exp(E))))) + exp(E)/(-log(exp(x) - 1) - exp(-exp(exp(x))/x)*exp(exp(exp(x)))*log(x) + E*exp(-exp(exp(x))/x)*exp(exp(exp(x))))) + exp(E)/(E - log(E - log(exp(x) - log(-log(-x + exp(exp(x))) + exp(exp(E)/x)/(E - log(x)))))))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.014952,0.028281,104,61,190,190,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(exp(exp((log(((1.0 + (x + log(x))) / log(((x * x) / log(x))))) - (((((1.0 - x) * (1.0 / 1.0)) - (exp(1.0) - x)) / (((1.0 - 1.0) * (x + x)) / 1.0)) - (exp((exp(x) * log(1.0))) / (1.0 + exp((x + 1.0)))))))) / (exp(1.0) * (((log((log(x) + log(x))) - exp((exp((x - 1.0)) - log(log(1.0))))) / exp(log(log(log((x + x)))))) / ((log(1.0) * exp(exp((x - x)))) * (exp((x / x)) / ((x * x) + (1.0 / 1.0))))))),E - log(-log(-log(E - log(-log(-log(exp(exp(x)) - log(exp(exp(x)) - 1)) + exp(exp(E)/(E - log(x)))/x) + exp(exp(-1)*exp(E))/(-x + exp(exp(x))/x))) + exp(exp(E)/(E - log(x)))/(exp(x) - log(-x + exp(exp(x))/(-x + exp(x))))) + exp(E))
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,355.959566,21,145,0,199,CONVERGED,BUDGET EXHAUSTED,((x - x) + (x * (((x * x) - (x + x)) + (1.0 * ((x / x) / 1.0))))),-log(E - log(exp(x) - log(-x + exp(exp(E)/(E - log(x)))/(-x + exp(E))))) + exp(exp(exp(exp(exp(exp(exp(x))/(exp(exp(x)) - 1))/(E - log(-log(E - log(x)) + exp(E)/x)))/(E - log(exp(-1)*exp(exp(E)/x) - log(-x + exp(x)))))/(-log(-log(exp(x) - log(-x + exp(E))) + exp(-1)*exp(E)) + exp(E)/(-log(E - log(E - log(x))) + exp(exp(E)/x)/(E - log(x)))))/(E - log(x)))/(exp(exp(exp(exp(exp(x))/(-log(exp(x) - log(x)) + exp(exp(x))/x))/(-log(exp(exp(x)) - log(exp(x) - log(x))) + exp(exp(exp(x)))/(exp(x) - log(x))))) - log(-log(E - log(-log(-x + exp(-1)*exp(E)) + exp(E))) + exp(E)/(E - log(x))))
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.443627,0.431837,31,35,80,180,BUDGET EXHAUSTED,BUDGET EXHAUSTED,exp(cos((exp(cos(x)) / ((log(1.0) - exp((exp(log(x)) / cos(sin(x))))) - sin((cos(cos((1.0 + 1.0))) / sin(((1.0 / 1.0) * 1.0)))))))),E - log(E - log(-((log(x) - E)*log((-x*exp(E) - (x*log(x) - exp(E))*log(exp(x) - log((-exp(x - E)*log((-x*log(-x + exp(x)) + exp(E))/x) + 1)*exp(E - x))))/(x*log(x) - exp(E))) + exp(E))/(log(x) - E)))
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.323359,0.494410,22,43,50,190,BUDGET EXHAUSTED,BUDGET EXHAUSTED,cos(exp(cos(cos((((cos(x2) - cos(x1)) + (1.0 - x1)) / (tan(1.0) - log((tan(x2) / x2)))))))),E - log(-log(E - log(-log(-log(exp(x2) - log(exp(exp(x2)) - log(exp(exp(x2)) - log(exp(x1) - log(x2))))) + exp(exp(x1))/(-log(exp(exp(x2)) - log(E - log(x2))) + exp(-x1)*exp(exp(exp(x2))/x2))) + exp(E))) + exp(E))
