Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000008,4,133,0,50,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,6.433008,13,109,0,99,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.136895,17,59,0,99,CONVERGED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000002,0.427978,38,107,50,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,2.145245,6,91,0,99,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,0.821796,6,9,0,10,CONVERGED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.000000,2.626516,5,55,0,70,CONVERGED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.001437,0.000120,105,55,80,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,332.117620,89,171,0,99,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.017555,0.438449,46,47,50,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.407759,0.550187,5,29,20,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
