Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000009,2,61,0,60,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,7.186514,23,61,0,99,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.001263,0.020881,44,73,40,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,FAIL,13,,0,100,CONVERGED,TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,0.458220,2,53,0,80,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,0.253340,2,51,0,80,CONVERGED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.000000,1.742352,35,35,0,30,CONVERGED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000000,0.033836,33,51,0,99,CONVERGED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,259.003024,35,115,0,99,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.011349,0.261185,42,39,80,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.076258,0.221565,50,115,99,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
