Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000000,2,7,0,10,CONVERGED,CONVERGED,log(x),-log(1/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,FAIL,7,,0,200,CONVERGED,TIMEOUT,((x2 + x1) * (1.0 * 1.0)),TIMEOUT
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.013531,27,89,10,190,CONVERGED,BUDGET EXHAUSTED,exp(((((log(1.0) * exp(log(1.0))) - 1.0) * (log(exp((x * x))) - 1.0)) - exp(log(((x / x) * (1.0 - x)))))),exp(exp(exp(exp(E)/(-log(exp(exp(exp(x))/x)) + 1 + E))/(-x + exp(exp(E)/(-x + exp(E)))))/(-log(-log(-log(1/(exp(x) - log(x))) - E + exp(exp(E)/x)/(-x + exp(exp(x))/x)) + exp(exp(E)*exp(-x))/x) + exp(exp(exp(exp(E)*exp(-x))/x)/(E - log(exp(exp(x)) - 1)))/(E - log(-log(E - log(x)) + exp(E)))))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000214,0.124237,71,133,120,199,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(tan(sin(((((sin(1.0) / sin(sin(1.0))) * tan(sin(x))) + tan(sin((1.0 + x)))) * tan(((tan((1.0 * x)) / tan(x)) - sin(sin(tan(1.0)))))))) - (sin(tan(((1.0 - 1.0) / (cos(cos(tan(x))) + sin((1.0 + 1.0)))))) + cos(((tan((sin((1.0 - 1.0)) + 1.0)) + x) + cos((x / ((1.0 / sin(1.0)) + (x * x)))))))),exp(exp(exp(exp(exp(x))/(-x + exp(exp(x))/(-log(exp(x) - log(x)) + exp(E)/x)))/(-log(-log(exp(x) - 1) + exp(E)) + exp(E)/(exp(-1)*exp(exp(exp(x))/x) - log(exp(exp(x)) - 1))))/(-log(-log(exp(exp(E)/x)/(exp(x) - 1)) + exp(exp(exp(exp(exp(x)))/(exp(x) - log(x)))/(-1 + exp(exp(x))/x))/(-log(-log(exp(x) - log(x)) + exp(E)/x) + exp(E)/(E - log(x)))) + exp(E)/(-log(exp(exp(E)/x) - log(-log(E - log(x)) + exp(exp(x))/x)) + exp(-1)*exp(E))))/(-log(x) + exp(E)/(-log(-log(exp(x) - log(exp(x) - log(exp(x) - log(x)))) + exp(exp(x))/(-log(x) + exp(E))) + exp(E)/x))
3.1,Phase 3: f(x) = sinh(x),0.000000,0.550485,2,33,0,50,CONVERGED,BUDGET EXHAUSTED,sinh(x),(-x*exp(E) - (x**2 - exp(E))*log(E - log(exp(x) - log(E - log(-log(exp(exp(x) - 1) - log(exp(x) - log(-x + exp(x)))) + exp(E))))))/(x**2 - exp(E))
3.2,Phase 3: f(x) = arctan(x),0.000000,0.231582,2,113,0,199,CONVERGED,BUDGET EXHAUSTED,atan(x),exp(E)/(-exp(-E)*exp(exp(E)/(-log(E - log(x)) + exp(E)/x))*log(E - log(E - log(x))) - log(-log(-log(-log(E - log(-log(exp(x) - log(x)) + exp(E)/x)) + exp(E)/(-1 + exp(E))) + exp(exp(exp(exp(E)/x)/(E - log(x)))/(E - x))/(exp(-1)*exp(exp(x)) - log(E - log(E - log(x))))) + exp(exp(exp(-1)*exp(E))/(-x + exp(E)))/(-log(-exp(x) + exp(exp(E)/x)/(exp(x) - log(x))) + exp(exp(exp(E)/x)/(E - log(x)))/(exp(x) - log(x)))) + exp(exp(E)/(-log(E - log(x)) + exp(E)/x))/x)
3.3,Phase 3: f(x) = x^x,0.023876,1.141432,57,45,90,60,BUDGET EXHAUSTED,BUDGET EXHAUSTED,((1.0 / exp((((log(sqrt((1.0 - x))) / (log(1.0) + log(1.0))) - 1.0) - ((((sqrt(x) / (1.0 / x)) - ((x * 1.0) - (x - x))) + log((x * 1.0))) * ((x * (1.0 / 1.0)) / exp(log(x))))))) + log((exp(sqrt((1.0 * 1.0))) / exp(sqrt(x))))),exp(x) - log(-log(-log(x) + exp(exp(x))/(-log(-1 + exp(exp(x))/(exp(exp(x)) - 1)) + exp(exp(E))/(-log(-x + exp(E)/x) + exp(exp(E)/x)/(E - log(x))))) - exp(E)/(log(x) - E))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.007618,0.018432,80,65,40,199,BUDGET EXHAUSTED,BUDGET EXHAUSTED,((exp(1.0) / exp(exp((1.0 + ((exp(x) * log(x)) * (log(1.0) / (x + 1.0))))))) * (((((((1.0 + x) * (x / 1.0)) + exp((1.0 * 1.0))) / ((1.0 - x) - exp(x))) / ((x - x) / (exp(((x / x) - (x / 1.0))) + x))) + (1.0 + x)) + ((x - exp(log(exp(1.0)))) / log(exp(((x / (1.0 / 1.0)) - ((x + 1.0) + exp(1.0)))))))),exp(exp(exp(exp(x)))/(-log(exp(exp(-1)*exp(exp(exp(x)))) - log(exp(-E)*exp(exp(x)) - log(exp(-1)*exp(exp(exp(x))) - 1))) + exp(exp(exp(exp(exp(E)/x))/(-x + exp(exp(x))))/(-log(E - log(E - log(x))) + exp(-x)*exp(exp(x))))/x))
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,89,,10,200,CONVERGED,TIMEOUT,((((x / (x + x)) - (1.0 + (x - ((1.0 - x) / (x * ((x - x) / (1.0 / 1.0))))))) * (((1.0 - x) + (x - 1.0)) / (((((1.0 / x) + (x - x)) + x) / 1.0) * x))) - (((x / x) * ((x - (x - 1.0)) * ((1.0 - 1.0) / (x * ((1.0 + 1.0) + x))))) + (((x - 1.0) * (x + 1.0)) * ((((x + x) / (x + 1.0)) - 1.0) + (1.0 - x))))),TIMEOUT
