Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,10,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000000,4,7,0,0,CONVERGED,CONVERGED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,5.841299,3,21,0,70,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.017424,26,65,20,99,CONVERGED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000000,0.524867,17,149,10,99,CONVERGED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,5.324767,2,31,0,99,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,0.982627,2,87,0,90,CONVERGED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.679714,2.557934,30,39,20,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.002005,0.043145,62,87,30,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,205.786623,37,243,10,99,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.085772,0.564428,24,41,99,80,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.319057,0.291116,23,171,50,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
