Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,4,3,0,0,CONVERGED,CONVERGED,exp((1.0 * x)),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000011,21,39,0,70,CONVERGED,BUDGET EXHAUSTED,log(((log((1.0 / 1.0)) / (exp(x) - log(1.0))) + (log(exp(x)) - (log(x) * log(1.0))))),exp(x) - log(-log(exp(x) - log(-log(E - log(-log(exp(x) - 1) + exp(E)/(E - log(x)))) + exp(exp(x))/(-log(-log(exp(x) - log(E - log(x))) + exp(E)) + exp(-1)*exp(E)))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,1.534326,7,79,0,99,CONVERGED,BUDGET EXHAUSTED,((x1 / x1) * (x1 + x2)),-log(-log(exp(x2) - log(-log(E - log(-log(-log(-log(x1) + exp(exp(x1))/x1) + exp(exp(E))/(E - log(x2))) + exp(E)/x1)) + exp(exp(x2))/(E - log(E - log(x2))))) - exp(E)*exp(-exp(x2))*log(E - log(x1)) + E*exp(E)*exp(-exp(x2))) + exp(E)/(-log(-log(E - log(-log(E - log(E - log(exp(x1) - log(x2)))) + exp(E))) + exp(exp(E)/(exp(x1) - log(x1)))/(-log(E - log(exp(x1) - log(x1))) + exp(E)/(exp(x2) - log(x2)))) + exp(E)/x1)
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000009,0.041531,71,109,30,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(log((exp(exp(x)) + exp((log(exp((1.0 - (x + 1.0)))) - ((exp(1.0) + (1.0 + 1.0)) + exp((1.0 - exp(1.0)))))))) / exp((((x * 1.0) / ((((1.0 * x) - (1.0 + 1.0)) + x) / (((x + log(1.0)) - (1.0 / (1.0 - x))) * ((1.0 - 1.0) * (x + x))))) * ((exp((1.0 - 1.0)) - 1.0) + (x * 1.0))))),exp(exp(E)/(-log(-log(-log(-exp(x) + exp(-1)*exp(exp(exp(x))/x) - log(1/x)) + exp(exp(-x)*exp(exp(x)))/(exp(exp(x)) - 1)) + exp(exp(exp(exp(E))/x)/(-log(x) + exp(E)/x))/(-log(x) + exp(exp(exp(x))/x)/(exp(x) - log(x)))) + exp(exp(exp(exp(exp(exp(x)))/(E - log(x)))/(exp(exp(x)) - log(x)))/(E - log(exp(exp(x)) - 1)))/(-log(exp(exp(x)) - 1) + exp(-x)*exp(exp(x)))))/(exp(x) - log(E - log(exp(x) - log(-1 + exp(exp(x))/(E - x)))))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000011,0.526146,37,161,70,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED,(sin((cos(((x - x) + cos(sin(1.0)))) + x)) / cos(sin(sin(((tan(1.0) - sin(tan((1.0 * 1.0)))) * ((((1.0 + x) / (1.0 - 1.0)) + 1.0) + (x - x))))))),exp(exp(E)/(-log(-1 + exp(exp(x))/x) + exp(E)/(-1 + exp(E))))/(-log(-log(exp(exp(exp(exp(exp(x))/x)/(exp(x) - log(x)))*exp(-exp(x))) - log(-exp(x) - log(1/x) + exp(exp(exp(x)))/(-log(x) + exp(exp(x))/x))) + exp(exp(exp(-1)*exp(E))/(exp(exp(x)) - log(E - log(x))))/(-log(exp(exp(E)/x)/(E - log(x))) + exp(exp(x))/(exp(exp(x)) - 1))) + exp(exp(exp(E)/(-log(x) + exp(exp(exp(x))/x)/(exp(x) - log(x))))/(-log(-log(-1 + exp(exp(x))/x) + exp(E)) + exp(exp(exp(exp(x))/x))/(exp(exp(x)) - 1)))/(exp(exp(exp(exp(exp(x))/x)/x)/(-log(x) + exp(E))) - log(exp(exp(exp(x))/x) - log(exp(-1)*exp(exp(E)/x) - log(exp(exp(x)) - 1)))))
3.1,Phase 3: f(x) = sinh(x),0.000000,3.973390,4,83,0,99,CONVERGED,BUDGET EXHAUSTED,(sinh(x) / 1.0),exp(x) - log(-log(-log(-log(-log(E - log(exp(x) - log(exp(exp(x)) - 1))) + exp(E)/(-1 + exp(-x)*exp(exp(exp(x))/x))) + exp(exp(E))) + exp(E)) + exp(exp(E)/(-log(exp(x) - log(E - x)) + exp(E)/x))/(E - log(exp(x) - log(-log(-log(-log(E - log(x)) + exp(exp(x))/x) + exp(exp(E)/x)/(exp(x) - log(x))) + exp(exp(-1)*exp(E))/(E - log(E - log(x)))))))
3.2,Phase 3: f(x) = arctan(x),0.000000,0.130890,2,135,0,99,CONVERGED,BUDGET EXHAUSTED,atan(x),exp(exp(E)/(exp(exp(x*exp(-E)*exp(exp(exp(E)/x)/(exp(x) - log(x))))/x)*exp(-exp(-1)*exp(exp(exp(x))/x)) - log(-1 + exp(exp(exp(x))/x)/(-log(-x + exp(exp(x))/x) + exp(exp(E))/(E - log(x))))))/(-log(-log(E - log(x)) + exp(exp(exp(x))/(exp(exp(x)) - log(exp(x) - log(x))))/x) + exp(exp(exp(exp(exp(E)/x)/x)/(-log(exp(exp(x)) - 1) + exp(-x)*exp(exp(exp(x)))))/(-exp(x) + exp(exp(exp(x))) + 1))/(E - log(E - log(exp(exp(E)/x) - log(-1 + E)))))
3.3,Phase 3: f(x) = x^x,0.103672,1.867305,57,47,30,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,exp(((log(((x + ((1.0 - (x - x)) / x)) / ((x + 1.0) - ((log(x) - (1.0 + 1.0)) - (1.0 - x))))) / (sqrt(1.0) / log((1.0 * ((x / 1.0) + (sqrt(x) * 1.0)))))) + ((x - sqrt(exp(sqrt(1.0)))) + sqrt((exp(x) + (x - exp(x))))))),exp(x) - log(E - log(exp(-E)*exp(x)*exp(exp(E)/(-log(-x + exp(E)) + exp(exp(E)/x)/(exp(x) - log(x)))) - log(E - log(-log(exp(x) - log(-log(E - log(x)) + exp(exp(x))/x)) + exp(E)*exp(-x)))))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.008646,0.005395,31,49,80,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,exp((log((x - 1.0)) / exp(log((exp((exp((1.0 * x)) * ((1.0 * x) + log(1.0)))) - log((log((1.0 + x)) - (x + exp(1.0))))))))),exp(exp(x))/(exp(exp(x)) - log(exp(exp(E)/(-1 + exp(exp(exp(x)))/x))/(-log(-log(-log(exp(x) - log(x)) + exp(E)) + exp(exp(E)/x)/(exp(x) - log(x))) + exp(exp(E)/(E - log(x)))/(exp(x) - 1))))
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,75,,0,100,CONVERGED,TIMEOUT,((((x - (((x * 1.0) / (1.0 / x)) + ((1.0 - 1.0) / (1.0 / x)))) - ((((x + x) / (1.0 / x)) + x) / 1.0)) - (((((1.0 - 1.0) - (1.0 + x)) / 1.0) - (((x / 1.0) * (x + 1.0)) - ((x / 1.0) + (1.0 / 1.0)))) - (x * (((1.0 - 1.0) - (1.0 + x)) + ((1.0 + x) * (x * 1.0)))))) + x),TIMEOUT
