Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000007,2,37,0,50,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,7.957245,7,1,0,0,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.196567,19,71,0,90,CONVERGED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000016,FAIL,40,,99,100,BUDGET EXHAUSTED,TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,2.855209,2,111,0,99,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,0.462866,2,47,0,99,CONVERGED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.132128,0.682679,106,85,80,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.003019,0.006292,38,27,50,90,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,349.048355,29,61,0,90,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.001571,0.203333,63,47,80,80,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.306168,FAIL,48,,90,100,BUDGET EXHAUSTED,TIMEOUT
