Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000009,2,23,0,40,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.207724,7,1,0,0,CONVERGED,BUDGET EXHAUSTED
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.083585,19,67,60,99,CONVERGED,BUDGET EXHAUSTED
2.1,Phase 2: f(x) = sin(x) + cos(x),0.000010,0.605446,16,51,70,70,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,5.345977,4,53,0,90,CONVERGED,BUDGET EXHAUSTED
3.2,Phase 3: f(x) = arctan(x),0.000000,0.335241,4,97,0,90,CONVERGED,BUDGET EXHAUSTED
3.3,Phase 3: f(x) = x^x,0.000000,2.032565,32,75,10,99,CONVERGED,BUDGET EXHAUSTED
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000000,0.036682,10,45,10,80,CONVERGED,BUDGET EXHAUSTED
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,63.355155,101,235,20,99,CONVERGED,BUDGET EXHAUSTED
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.052623,0.595530,33,49,99,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.363150,0.357421,17,57,80,80,BUDGET EXHAUSTED,BUDGET EXHAUSTED
